CIA - The World Factbook -- Field Listing - International organization participation

| Country | International organization participation |
| **Trinidad and Tobago** | ACP, C, Caricom, CDB, FAO, G-24, G-77, IADB, IBRD, ICAO, ICCt, ICFTU, ICRM, IDA, IFAD, IFC, IFRCS, IHO, ILO, IMF, IMO, Interpol, IOC, ISO, ITU, LAES, MIGA, NAM, OAS, OPANAL, OPCW, UN, UNCTAD, UNESCO, UNIDO, UPU, WCL, WCO, WFTU, WHO, WIPO, WMO, WTO |
| **Tunisia** | ABEDA, ACCT, AfDB, AFESD, AMF, AMU, AU, BSEC (observer), FAO, G-77, IAEA, IBRD, ICAO, ICC, ICFTU, ICRM, IDA, IDB, IFAD, IFC, IFRCS, IHO, ILO, IMF, IMO, Interpol, IOC, IOM, ISO, ITU, LAS, MIGA, MONUC, NAM, OAPEC, OAS (observer), OIC, ONUB, OPCW, OSCE (partner), UN, UNCTAD, UNESCO, UNHCR, UNIDO, UNMEE, UNOCI, UPU, WCO, WFTU, WHO, WIPO, WMO, WToO, WTO |
| **Turkey** | AsDB, Australia Group, BIS, BSEC, CE, CERN (observer), EAPC, EBRD, ECO, EU (applicant), FAO, IAEA, IBRD, ICAO, ICC, ICFTU, ICRM, IDA, IDB, IEA, IFAD, IFC, IFRCS, IHO, ILO, IMF, IMO, Interpol, IOC, IOM, ISO, ITU, MIGA, NATO, NEA, NSG, OAS (observer), OECD, OIC, OPCW, OSCE, PCA, UN, UNCTAD, UNESCO, UNHCR, UNIDO, UNMIK, UNOMIG, UNRWA, UPU, WCO, WEU (associate), WFTU, WHO, WIPO, WMO, WToO, WTO, ZC |
| **Turkmenistan** | AsDB, CIS, EAPC, EBRD, ECO, FAO, G-77, IBRD, ICAO, ICRM, IDB, IFC, IFRCS, ILO, IMF, IMO, IOC, IOM (observer), ISO (correspondent), ITU, MIGA, NAM, OIC, OPCW, OSCE, PFP, UN, UNCTAD, UNESCO, UNIDO, UPU, WCO, WFTU, WHO, WIPO, WMO, WToO |
| **Turks and Caicos Islands** | Caricom (associate), CDB, Interpol (subbureau), UPU |
| **Tuvalu** | ACP, AsDB, C, FAO, IFRCS (observer), IMO, ITU, OPCW, PIF, Sparteca, UN, UNCTAD, UNESCO, UPU, WHO |
| **Uganda** | ACP, AfDB, AU, C, EADB, FAO, G-77, IAEA, IBRD, ICAO, ICCt, ICFTU, ICRM, IDA, IDB, IFAD, IFC, IFRCS, IGAD, ILO, IMF, Interpol, IOC, IOM, ISO (correspondent), ITU, MIGA, NAM, OIC, OPCW, PCA, UN, UNCTAD, UNESCO, UNHCR, UNIDO, UPU, WCO, WFTU, WHO, WIPO, WMO, WToO, WTO |
| **Ukraine** | BSEC, CE, CEI, CIS, EAPC, EBRD, FAO, GUUAM, IAEA, IBRD, ICAO, ICC, ICCt (signatory), ICFTU, ICRM, IDA, IFC, IFRCS, IHO, ILO, IMF, IMO, Interpol, IOC, IOM, ISO, ITU, MIGA, MONUC, NAM (observer), NSG, OAS (observer), OPCW, OSCE, PCA, PFP, UN, UNAMSIL, UNCTAD, UNESCO, UNIDO, UNIFIL, UNMEE, UNMIK, UNMIL, UNMOVIC, UNOMIG, UPU, WCL, WCO, WFTU, WHO, WIPO, WMO, WToO, WTrO (observer), ZC |
| **United Arab Emirates** | ABEDA, AFESD, AMF, FAO, G-77, GCC, IAEA, IBRD, ICAO, ICC, ICCt (signatory), ICRM, IDA, IDB, IFAD, IFC, IFRCS, IHO, ILO, IMF, IMO, Interpol, IOC, ISO, ITU, LAS, MIGA, NAM, OAPEC, OIC, OPCW, OPEC, UN, UNCTAD, UNESCO, UNIDO, UPU, WCO, WHO, WIPO, WMO, WTO |
| **United Kingdom** | AfDB, AsDB, Australia Group, BIS, C, CDB, CE, CERN, EAPC, EBRD, EIB, ESA, EU, FAO, G- 5, G- 7, G- 8, G-10, IADB, IAEA, IBRD, ICAO, ICC, ICCt, ICFTU, ICRM, IDA, IEA, IFAD, IFC, IFRCS, IHO, ILO, IMF, IMO, Interpol, IOC, IOM, ISO, ITU, MIGA, MONUC, NAM (guest), NATO, NEA, NSG, OAS (observer), OECD, OPCW, OSCE, Paris Club, PCA, UN, UN Security Council, UNAMSIL, UNCTAD, UNESCO, UNFICYP, UNHCR, UNIDO, UNITAR, UNMIK, UNMIL, UNMOVIC, UNOMIG, UNRWA, UPU, WCO, WEU, WHO, WIPO, WMO, WTO, ZC |
| **United States** | AfDB, ANZUS, APEC, ARF, AsDB, ASEAN (dialogue partner), Australia Group, BIS, CE (observer), CERN (observer), CP, EAPC, EBRD, FAO, G-5, G-7, G- 8, G-10, IADB, IAEA, IBRD, ICAO, ICC, ICCt (signatory), ICFTU, ICRM, IDA, IEA, IFAD, IFC, IFRCS, IHO, ILO, IMF, IMO, Interpol, IOC, IOM, ISO, ITU, MIGA, MINUSTAH, NAM (guest), NATO, NEA, NSG, OAS, OECD, OPCW, OSCE, Paris Club, PCA, UN, UN Security Council, UNCTAD, UNESCO, UNHCR, UNITAR, UNMEE, UNMIK, UNMIL, UNMOVIC, UNOMIG, UNRWA, UNTSO, UPU, WCL, WCO, WHO, WIPO, WMO, WTO, ZC |
| **Uruguay** | FAO, G-77, IADB, IAEA, IBRD, ICAO, ICC, ICCt, ICRM, IFAD, IFC, IFRCS, IHO, ILO, IMF, IMO, Interpol, IOC, IOM, ISO, ITU, LAES, LAIA, Mercosur, MIGA, MINURSO, MINUSTAH, MONUC, NAM (observer), OAS, ONUB, OPANAL, OPCW, PCA, RG, UN, UNAMSIL, UNCTAD, UNESCO, UNFICYP, UNIDO, UNMEE, UNMOGIP, UNMOT, UNOCI, UNOMIG, UPU, WCL, WCO, WFTU, WHO, WIPO, WMO, WToO, WTO |
| **Uzbekistan** | AsDB, CIS, EAPC, EBRD, ECO, FAO, GUUAM, IAEA, IBRD, ICAO, ICCt (signatory), ICRM, IDA, IDB, IFC, IFRCS, ILO, IMF, Interpol, IOC, ISO, ITU, MIGA, NAM, OIC, OPCW, OSCE, PFP, SCO, UN, UNCTAD, UNESCO, UNIDO, UPU, WCO, WFTU, WHO, WIPO, WMO, WToO, WTrO (observer) |
| **Vanuatu** | ACCT, ACP, AsDB, C, FAO, G-77, IBRD, ICAO, ICFTU, ICRM, IDA, IFC, IFRCS, ILO, IMF, IMO, IOC, ITU, MIGA, NAM, PIF, Sparteca, UN, UNCTAD, UNESCO, UNIDO, UPU, WFTU, WHO, WMO, WTrO (observer) |
| **Venezuela** | CAN, CDB, FAO, G-3, G-15, G-24, G-77, IADB, IAEA, IBRD, ICAO, ICC, ICCt, ICFTU, ICRM, IFAD, IFC, IFRCS, IHO, ILO, IMF, IMO, Interpol, IOC, IOM, ISO, ITU, LAES, LAIA, Mercosur (associate), MIGA, NAM, OAS, OPANAL, OPCW, OPEC, PCA, RG, UN, UNCTAD, UNESCO, UNHCR, UNIDO, UPU, WCL, WCO, WFTU, WHO, WIPO, WMO, WToO, WTO |
| **Vietnam** | ACCT (observer), APEC, ARF, AsDB, ASEAN, CP, FAO, G-77, IAEA, IBRD, ICAO, ICRM, IDA, IFAD, IFC, IFRCS, ILO, IMF, IMO, Interpol, IOC, IOM (observer), ISO, ITU, MIGA, NAM, OPCW, UN, UNCTAD, UNESCO, UNIDO, UPU, WCL, WCO, WFTU, WHO, WIPO, WMO, WToO, WTO (observer) |
| **Virgin Islands** | Interpol (subbureau), IOC, UPU |
| **Wallis and Futuna** | FZ, UPU |
| **Western Sahara** | none |
| **Yemen** | AFESD, AMF, CAEU, FAO, G-77, IAEA, IBRD, ICAO, ICCt (signatory), ICFTU, ICRM, IDA, IDB, IFAD, IFC, IFRCS, ILO, IMF, IMO, Interpol, IOC, IOM, ISO (correspondent), ITU, LAS, MIGA, NAM, OAS (observer), OIC, ONUB, OPCW, UN, UNCTAD, UNESCO, UNHCR, UNIDO, UNOCI, UPU, WCO, WFTU, WHO, WIPO, WMO, WToO, WTrO (observer) |
| **Zambia** | ACP, AfDB, AU, C, FAO, G-77, IAEA, IBRD, ICAO, ICCt, ICFTU, ICRM, IDA, IFAD, IFC, IFRCS, ILO, IMF, Interpol, IOC, IOM, ISO (correspondent), ITU, MIGA, MONUC, NAM, ONUB, OPCW, PCA, SADC, UN, UNAMSIL, UNCTAD, UNESCO, UNHCR, UNIDO, UNMEE, UNMIK, UNMIL, UNOCI, UPU, WCL, WCO, WHO, WIPO, WMO, WToO, WTO |
| **Zimbabwe** | ACP, AfDB, AU, FAO, G-15, G-77, IAEA, IBRD, ICAO, ICCt (signatory), ICFTU, ICRM, IDA, IFAD, IFC, IFRCS, ILO, IMF, Interpol, IOC, IOM, ISO, ITU, MIGA, NAM, OPCW, PCA, SADC, UN, UNCTAD, UNESCO, UNIDO, UNMIK, UPU, WCL, WCO, WFTU, WHO, WIPO, WMO, WToO, WTO |

This page was last updated on 10 February, 2005
 
