CIA - The World Factbook -- Field Listing - International organization participation

| Country | International organization participation |
| **Togo** | ACCT, ACP, AfDB, ECA, ECOWAS, Entente, FAO, FZ, G-77, IBRD, ICAO, ICC, ICFTU, ICRM, IDA, IDB, IFAD, IFC, IFRCS, ILO, IMF, IMO, Interpol, IOC, ITU, MIPONUH, NAM, OAU, OIC, OPCW, UN, UNCTAD, UNESCO, UNIDO, UPU, WADB (regional), WAEMU, WCL, WCO, WFTU, WHO, WIPO, WMO, WToO, WTrO |
| **Tokelau** | SPC, UNESCO (associate), WHO (associate) |
| **Tonga** | ACP, AsDB, C, ESCAP, FAO, G-77, IBRD, ICAO, ICFTU, ICRM, IDA, IFAD, IFC, IFRCS, IHO, IMF, IMO, Interpol, IOC, ITU, Sparteca, SPC, SPF, UN, UNCTAD, UNESCO, UNIDO, UPU, WHO, WIPO, WMO, WTrO (observer) |
| **Trinidad and Tobago** | ACP, C, Caricom, CDB, ECLAC, FAO, G-24, G-77, IADB, IBRD, ICAO, ICCt, ICFTU, ICRM, IDA, IFAD, IFC, IFRCS, IHO, ILO, IMF, IMO, Interpol, IOC, ISO, ITU, LAES, NAM, OAS, OPANAL, OPCW, UN, UNCTAD, UNESCO, UNIDO, UNU, UPU, WCL, WCO, WFTU, WHO, WIPO, WMO, WTrO |
| **Tunisia** | ABEDA, ACCT, AfDB, AFESD, AL, AMF, AMU, BSEC (observer), ECA, FAO, G-77, IAEA, IBRD, ICAO, ICC, ICFTU, ICRM, IDA, IDB, IFAD, IFC, IFRCS, IHO, ILO, IMF, IMO, Interpol, IOC, IOM, ISO, ITU, MIPONUH, MONUC, NAM, OAPEC, OAS (observer), OAU, OIC, OPCW, OSCE (partner), UN, UNCTAD, UNESCO, UNHCR, UNIDO, UNMEE, UNMIBH, UNMIK, UPU, WCO, WFTU, WHO, WIPO, WMO, WToO, WTrO |
| **Turkey** | AsDB, Australia Group, BIS, BSEC, CE, CERN (observer), EAPC, EBRD, ECE, ECO, ESCAP, EU (applicant), FAO, IAEA, IBRD, ICAO, ICC, ICFTU, ICRM, IDA, IDB, IEA, IFAD, IFC, IFRCS, IHO, ILO, IMF, IMO, Interpol, IOC, IOM (observer), ISO, ITU, MONUC, NATO, NEA, NSG, OAS (observer), OECD, OIC, OPCW, OSCE, PCA, UN, UNCTAD, UNESCO, UNHCR, UNIDO, UNIKOM, UNMIBH, UNMIK, UNMISET, UNOMIG, UNRWA, UPU, WCO, WEU (associate), WFTU, WHO, WIPO, WMO, WToO, WTrO, ZC |
| **Turkmenistan** | AsDB, CIS, EAPC, EBRD, ECE, ECO, ESCAP, FAO, G-77, IBRD, ICAO, ICRM, IDB, IFC, IFRCS, ILO, IMF, IMO, IOC, IOM (observer), ISO (correspondent), ITU, NAM, OIC, OPCW, OSCE, PFP, UN, UNCTAD, UNESCO, UNIDO, UPU, WCO, WFTU, WHO, WIPO, WMO, WToO, WTrO (observer) |
| **Turks and Caicos Islands** | Caricom (associate), CDB, Interpol (subbureau) |
| **Tuvalu** | ACP, AsDB, C, ESCAP, IFRCS (associate), ITU, Sparteca, SPC, SPF, UN, UNCTAD, UNESCO, UPU, WHO, WTrO (applicant) |
| **Uganda** | ACP, AfDB, C, EADB, ECA, FAO, G-77, IAEA, IBRD, ICAO, ICCt, ICFTU, ICRM, IDA, IDB, IFAD, IFC, IFRCS, IGAD, ILO, IMF, Interpol, IOC, IOM, ITU, NAM, OAU, OIC, OPCW, PCA, UN, UNCTAD, UNESCO, UNHCR, UNIDO, UPU, WCO, WFTU, WHO, WIPO, WMO, WToO, WTrO |
| **Ukraine** | BSEC, CE, CEI, CIS, EAPC, EBRD, ECE, GUUAM, IAEA, IBRD, ICAO, ICC, ICCt (signatory), ICRM, IFC, IFRCS, IHO, ILO, IMF, IMO, Interpol, IOC, IOM, ISO, ITU, MONUC, NAM (observer), NSG, OAS (observer), OPCW, OSCE, PCA, PFP, UN, UNAMSIL, UNCTAD, UNESCO, UNIDO, UNIFIL, UNMEE, UNMIBH, UNMIK, UNMOP, UNMOT, UNMOVIC, UPU, WCL, WCO, WFTU, WHO, WIPO, WMO, WToO, WTrO (observer), ZC |
| **United Arab Emirates** | ABEDA, AFESD, AL, AMF, CAEU, ESCWA, FAO, G-77, GCC, IAEA, IBRD, ICAO, ICCt (signatory), ICRM, IDA, IDB, IFAD, IFC, IFRCS, IHO, ILO, IMF, IMO, Intelsat, Interpol, IOC, ISO, ITU, NAM, OAPEC, OIC, OPCW, OPEC, UN, UNCTAD, UNESCO, UNIDO, UPU, WCO, WHO, WIPO, WMO, WTrO |
| **United Kingdom** | AfDB, AsDB, Australia Group, BIS, C, CDB, CE, CERN, EAPC, EBRD, ECA (associate), ECE, ECLAC, EIB, ESA, ESCAP, EU, FAO, G- 5, G- 7, G- 8, G-10, IADB, IAEA, IBRD, ICAO, ICC, ICCt, ICFTU, ICRM, IDA, IEA, IFAD, IFC, IFRCS, IHO, ILO, IMF, IMO, Interpol, IOC, IOM, ISO, ITU, MONUC, NAM (guest), NATO, NEA, NSG, OAS (observer), OECD, OPCW, OSCE, PCA, SPC, UN, UN Security Council, UNAMSIL, UNCTAD, UNESCO, UNFICYP, UNHCR, UNIDO, UNIKOM, UNITAR, UNMIBH, UNMIK, UNMOVIC, UNOMIG, UNRWA, UNU, UPU, WCL, WCO, WEU, WHO, WIPO, WMO, WTrO, ZC |
| **United States** | AfDB, ANZUS, APEC, ARF (dialogue partner), AsDB, ASEAN (dialogue partner), Australia Group, BIS, CE (observer), CERN (observer), CP, EAPC, EBRD, ECE, ECLAC, ESCAP, FAO, G-5, G-7, G- 8, G-10, IADB, IAEA, IBRD, ICAO, ICC, ICCt (signatory), ICFTU, ICRM, IDA, IEA, IFAD, IFC, IFRCS, IHO, ILO, IMF, IMO, Interpol, IOC, IOM, ISO, ITU, MINURSO, MIPONUH, NAM (guest), NATO, NEA, NSG, OAS, OECD, OPCW, OSCE, PCA, SPC, UN, UN Security Council, UNCTAD, UNHCR, UNIKOM, UNITAR, UNMEE, UNMIBH, UNMIK, UNMISET, UNMOVIC, UNOMIG, UNRWA, UNTSO, UNU, UPU, WCL, WCO, WHO, WIPO, WMO, WTrO, ZC |
| **Uruguay** | ECLAC, FAO, G-77, IADB, IAEA, IBRD, ICAO, ICC, ICCt, ICRM, IFAD, IFC, IFRCS, IHO, ILO, IMF, IMO, Interpol, IOC, IOM, ISO, ITU, LAES, LAIA, Mercosur, MINURSO, MONUC, NAM (observer), OAS, OPANAL, OPCW, PCA, RG, UN, UNAMSIL, UNCTAD, UNESCO, UNIDO, UNIKOM, UNMEE, UNMISET, UNMOGIP, UNMOT, UNOMIG, UPU, WCL, WCO, WFTU, WHO, WIPO, WMO, WToO, WTrO |
| **Uzbekistan** | AsDB, CIS, EAPC, EBRD, ECE, ECO, ESCAP, FAO, GUUAM, IAEA, IBRD, ICAO, ICCt (signatory), ICRM, IDA, IFC, IFRCS, ILO, IMF, Interpol, IOC, ISO, ITU, NAM, OIC, OPCW, OSCE, PFP, SCO, UN, UNCTAD, UNESCO, UNIDO, UPU, WCO, WFTU, WHO, WIPO, WMO, WToO, WTrO (observer) |
| **Vanuatu** | ACCT, ACP, AsDB, C, ESCAP, FAO, G-77, IBRD, ICAO, ICFTU, ICRM, IDA, IFC, IFRCS, IMF, IMO, IOC, ITU, NAM, Sparteca, SPC, SPF, UN, UNCTAD, UNESCO, UNIDO, UNMIBH, UPU, WFTU, WHO, WMO, WTrO (observer) |
| **Venezuela** | CAN, Caricom (observer), CDB, ECLAC, FAO, G-3, G-15, G-19, G-24, G-77, IADB, IAEA, IBRD, ICAO, ICC, ICCt, ICFTU, ICRM, IFAD, IFC, IFRCS, IHO, ILO, IMF, IMO, Interpol, IOC, IOM, ISO, ITU, LAES, LAIA, NAM, OAS, OPANAL, OPCW, OPEC, PCA, RG, UN, UNCTAD, UNESCO, UNHCR, UNIDO, UNIKOM, UNU, UPU, WCL, WCO, WFTU, WHO, WIPO, WMO, WToO, WTrO |
| **Vietnam** | ACCT, APEC, ARF, AsDB, ASEAN, CP, ESCAP, FAO, G-77, IAEA, IBRD, ICAO, ICRM, IDA, IFAD, IFC, IFRCS, ILO, IMF, IMO, Interpol, IOC, IOM (observer), ISO, ITU, NAM, OPCW, UN, UNCTAD, UNESCO, UNIDO, UPU, WCL, WCO, WFTU, WHO, WIPO, WMO, WToO, WTrO (observer) |
| **Virgin Islands** | ECLAC (associate), Interpol (subbureau), IOC |
| **Wallis and Futuna** | FZ, SPC |
| **Western Sahara** | none |
| **Yemen** | ACC, AFESD, AL, AMF, CAEU, ESCWA, FAO, G-77, IAEA, IBRD, ICAO, ICCt (signatory), ICFTU, ICRM, IDA, IDB, IFAD, IFC, IFRCS, ILO, IMF, IMO, Interpol, IOC, IOM, ISO (correspondent), ITU, NAM, OAS (observer), OIC, OPCW, UN, UNCTAD, UNESCO, UNIDO, UPU, WCO, WFTU, WHO, WIPO, WMO, WToO, WTrO (observer) |
| **Zambia** | ACP, AfDB, C, ECA, FAO, G-19, G-77, IAEA, IBRD, ICAO, ICCt, ICFTU, ICRM, IDA, IFAD, IFC, IFRCS, ILO, IMF, Interpol, IOC, IOM, ITU, MONUC, NAM, OAU, OPCW, PCA, SADC, UN, UNAMSIL, UNCTAD, UNESCO, UNIDO, UNMEE, UNMIK, UPU, WCL, WCO, WHO, WIPO, WMO, WToO, WTrO |
| **Zimbabwe** | ACP, AfDB, C, ECA, FAO, G-15, G-77, IAEA, IBRD, ICAO, ICCt (signatory), ICFTU, ICRM, IDA, IFAD, IFC, IFRCS, ILO, IMF, Interpol, IOC, IOM, ISO, ITU, NAM, OAU, OPCW, PCA, SADC, UN, UNCTAD, UNESCO, UNIDO, UNMIK, UPU, WCL, WCO, WFTU, WHO, WIPO, WMO, WToO, WTrO |

This page was last updated on 18 December, 2003
 
