CIA - The World Factbook -- Field Listing - International organization participation

| Country | International organization participation |
| **Sweden** | AfDB, Arctic Council, AsDB, Australia Group, BIS, CBSS, CE, CERN, EAPC, EBRD, EIB, ESA, EU, FAO, G- 6, G- 9, G-10, IADB, IAEA, IBRD, ICAO, ICC, ICCt, ICFTU, ICRM, IDA, IEA, IFAD, IFC, IFRCS, IHO, ILO, IMF, IMO, Interpol, IOC, IOM, IPU, ISO, ITU, MIGA, MONUC, NAM (guest), NC, NEA, NIB, NSG, OAS (observer), OECD, OPCW, OSCE, Paris Club, PCA, PFP, UN, UNCTAD, UNESCO, UNHCR, UNIDO, UNMEE, UNMIL, UNMIS, UNMOGIP, UNOMIG, UNRWA, UNTSO, UPU, WCO, WEU (observer), WFTU, WHO, WIPO, WMO, WTO, ZC |
| **Switzerland** | ACCT, AfDB, AsDB, Australia Group, BIS, CE, CERN, EAPC, EBRD, EFTA, ESA, FAO, G-10, IADB, IAEA, IBRD, ICAO, ICC, ICCt, ICFTU, ICRM, IDA, IEA, IFAD, IFC, IFRCS, ILO, IMF, IMO, Interpol, IOC, IOM, IPU, ISO, ITU, LAIA (observer), MIGA, MONUC, NAM (guest), NEA, NSG, OAS (observer), OECD, OIF, OPCW, OSCE, Paris Club, PCA, PFP, UN, UNCTAD, UNESCO, UNHCR, UNIDO, UNITAR, UNMEE, UNOMIG, UNRWA, UNTSO, UPU, WCL, WCO, WHO, WIPO, WMO, WToO, WTO, ZC |
| **Syria** | ABEDA, AFESD, AMF, CAEU, FAO, G-24, G-77, IAEA, IBRD, ICAO, ICC, ICCt (signatory), ICRM, IDA, IDB, IFAD, IFC, IFRCS, IHO, ILO, IMF, IMO, Interpol, IOC, IPU, ISO, ITU, LAS, MIGA, NAM, OAPEC, OIC, UN, UNCTAD, UNESCO, UNIDO, UNRWA, UPU, WCO, WFTU, WHO, WIPO, WMO, WToO |
| **Taiwan** | APEC, AsDB, ICC, ICFTU, ICRM, IFRCS, IOC, WCL, WTO |
| | *note:* Taiwan has acquired observer status on the competition committee and special observer status on the Trade Committee of the OECD, and is seeking observer status with the backing of the US in WHO |
| **Tajikistan** | AsDB, CIS, EAPC, EBRD, ECO, FAO, IAEA, IBRD, ICAO, ICCt, ICRM, IDA, IDB, IFAD, IFC, IFRCS, ILO, IMF, Interpol, IOC, IOM, IPU, ITU, MIGA, OIC, OPCW, OSCE, PFP, SCO, UN, UNCTAD, UNESCO, UNIDO, UPU, WCO, WFTU, WHO, WIPO, WMO, WTO (observer) |
| **Tanzania** | ACP, AfDB, AU, C, EADB, FAO, G-6, G-77, IAEA, IBRD, ICAO, ICC, ICCt, ICFTU, ICRM, IDA, IFAD, IFC, IFRCS, ILO, IMF, IMO, Interpol, IOC, IOM, IPU, ISO, ITU, MIGA, NAM, OPCW, SADC, UN, UN Security Council (temporary), UNCTAD, UNESCO, UNHCR, UNIDO, UNMEE, UNMIS, UNOCI, UPU, WCO, WFTU, WHO, WIPO, WMO, WToO, WTO |
| **Thailand** | APEC, APT, ARF, AsDB, ASEAN, BIMSTEC, BIS, CP, EAS, FAO, G-77, IAEA, IBRD, ICAO, ICC, ICCt (signatory), ICFTU, ICRM, IDA, IFAD, IFC, IFRCS, IHO, ILO, IMF, IMO, Interpol, IOC, IOM, IPU, ISO, ITU, MIGA, NAM, OAS (observer), OIC (observer), ONUB, OPCW, OSCE (partner), PCA, UN, UNCTAD, UNESCO, UNHCR, UNIDO, UNMIS, UPU, WCL, WCO, WFTU, WHO, WIPO, WMO, WToO, WTO |
| **Togo** | ABEDA, ACCT, ACP, AfDB, AU, ECOWAS, Entente, FAO, FZ, G-77, IBRD, ICAO, ICC, ICFTU, ICRM, IDA, IDB, IFAD, IFC, IFRCS, ILO, IMF, IMO, Interpol, IOC, IOM, IPU, ISO (correspondent), ITU, MIGA, MONUC, NAM, OIC, OIF, ONUB, OPCW, PCA, UN, UNCTAD, UNESCO, UNIDO, UNMIL, UNOCI, UPU, WADB (regional), WAEMU, WCL, WCO, WFTU, WHO, WIPO, WMO, WToO, WTO |
| **Tokelau** | PIF (observer), SPC, UNESCO (associate), UPU |
| **Tonga** | ACP, AsDB, C, FAO, G-77, IBRD, ICAO, ICFTU, ICRM, IDA, IFAD, IFC, IFRCS, IHO, IMF, IMO, Interpol, IOC, ITU, OPCW, PIF, Sparteca, SPC, UN, UNCTAD, UNESCO, UNIDO, UPU, WCO, WHO, WIPO, WMO, WTO (observer) |
| **Trinidad and Tobago** | ACP, C, Caricom, CDB, FAO, G-24, G-77, IADB, IBRD, ICAO, ICCt, ICFTU, ICRM, IDA, IFAD, IFC, IFRCS, IHO, ILO, IMF, IMO, Interpol, IOC, ISO, ITU, LAES, MIGA, NAM, OAS, OPANAL, OPCW, UN, UNCTAD, UNESCO, UNIDO, UPU, WCL, WCO, WFTU, WHO, WIPO, WMO, WTO |
| **Tunisia** | ABEDA, ACCT, AfDB, AFESD, AMF, AMU, AU, BSEC (observer), FAO, G-77, IAEA, IBRD, ICAO, ICC, ICFTU, ICRM, IDA, IDB, IFAD, IFC, IFRCS, IHO, ILO, IMF, IMO, Interpol, IOC, IOM, IPU, ISO, ITU, LAS, MIGA, MONUC, NAM, OAPEC (suspended), OAS (observer), OIC, OIF, ONUB, OPCW, OSCE (partner), UN, UNCTAD, UNESCO, UNHCR, UNIDO, UNMEE, UPU, WCO, WFTU, WHO, WIPO, WMO, WToO, WTO |
| **Turkey** | AsDB, Australia Group, BIS, BSEC, CE, CERN (observer), EAPC, EBRD, ECO, EU (applicant), FAO, IAEA, IBRD, ICAO, ICC, ICFTU, ICRM, IDA, IDB, IEA, IFAD, IFC, IFRCS, IHO, ILO, IMF, IMO, Interpol, IOC, IOM, IPU, ISO, ITU, MIGA, NATO, NEA, NSG, OAS (observer), OECD, OIC, OPCW, OSCE, PCA, SECI, UN, UNCTAD, UNESCO, UNHCR, UNIDO, UNMIS, UNOCI, UNOMIG, UNRWA, UPU, WCO, WEU (associate), WFTU, WHO, WIPO, WMO, WToO, WTO, ZC |
| **Turkmenistan** | AsDB, CIS, EAPC, EBRD, ECO, FAO, G-77, IBRD, ICAO, ICRM, IDB, IFC, IFRCS, ILO, IMF, IMO, Interpol, IOC, IOM (observer), ISO (correspondent), ITU, MIGA, NAM, OIC, OPCW, OSCE, PFP, UN, UNCTAD, UNESCO, UNIDO, UPU, WCO, WFTU, WHO, WIPO, WMO, WToO |
| **Turks and Caicos Islands** | Caricom (associate), CDB, Interpol (subbureau), UPU |
| **Tuvalu** | ACP, AsDB, C, FAO, IFRCS (observer), IMO, ITU, OPCW, PIF, Sparteca, SPC, UN, UNCTAD, UNESCO, UPU, WHO |
| **Uganda** | ACP, AfDB, AU, C, COMESA, EADB, FAO, G-77, IAEA, IBRD, ICAO, ICCt, ICFTU, ICRM, IDA, IDB, IFAD, IFC, IFRCS, IGAD, ILO, IMF, Interpol, IOC, IOM, IPU, ISO (correspondent), ITU, MIGA, NAM, OIC, OPCW, PCA, UN, UNCTAD, UNESCO, UNHCR, UNIDO, UNMIS, UPU, WCO, WFTU, WHO, WIPO, WMO, WToO, WTO |
| **Ukraine** | Australia Group, BSEC, CBSS (observer), CE, CEI, CIS, EAPC, EBRD, FAO, GUAM, IAEA, IBRD, ICAO, ICC, ICCt (signatory), ICFTU, ICRM, IDA, IFC, IFRCS, IHO, ILO, IMF, IMO, Interpol, IOC, IOM, IPU, ISO, ITU, LAIA (observer), MIGA, MONUC, NAM (observer), NSG, OAS (observer), OIF (observer), OPCW, OSCE, PCA, PFP, SECI (observer), UN, UNCTAD, UNESCO, UNIDO, UNMEE, UNMIL, UNMIS, UNMOVIC, UNOMIG, UPU, WCL, WCO, WFTU, WHO, WIPO, WMO, WToO, WTO (observer), ZC |
| **United Arab Emirates** | ABEDA, AFESD, AMF, FAO, G-77, GCC, IAEA, IBRD, ICAO, ICC, ICCt (signatory), ICRM, IDA, IDB, IFAD, IFC, IFRCS, IHO, ILO, IMF, IMO, Interpol, IOC, IPU, ISO, ITU, LAS, MIGA, NAM, OAPEC, OIC, OPCW, OPEC, UN, UNCTAD, UNESCO, UNIDO, UPU, WCO, WHO, WIPO, WMO, WTO |
| **United Kingdom** | AfDB, Arctic Council (observer), AsDB, Australia Group, BIS, C, CBSS (observer), CDB, CE, CERN, EAPC, EBRD, EIB, ESA, EU, FAO, G- 5, G- 7, G- 8, G-10, IADB, IAEA, IBRD, ICAO, ICC, ICCt, ICFTU, ICRM, IDA, IEA, IFAD, IFC, IFRCS, IHO, ILO, IMF, IMO, Interpol, IOC, IOM, IPU, ISO, ITU, MIGA, MONUC, NATO, NEA, NSG, OAS (observer), OECD, OPCW, OSCE, Paris Club, PCA, PIF (partner), SECI (observer), UN, UN Security Council, UNCTAD, UNESCO, UNFICYP, UNHCR, UNIDO, UNMIL, UNMIS, UNMOVIC, UNOMIG, UNRWA, UPU, WCO, WEU, WHO, WIPO, WMO, WTO, WToO, ZC |
| **United States** | AfDB, ANZUS, APEC, Arctic Council, ARF, AsDB, ASEAN (dialogue partner), Australia Group, BIS, BSEC (observer), CBSS (observer), CE (observer), CERN (observer), CP, EAPC, EBRD, FAO, G-5, G-7, G- 8, G-10, IADB, IAEA, IBRD, ICAO, ICC, ICFTU, ICRM, IDA, IEA, IFAD, IFC, IFRCS, IHO, ILO, IMF, IMO, Interpol, IOC, IOM, ISO, ITU, MIGA, MINUSTAH, NAFTA, NATO, NEA, NSG, OAS, OECD, OPCW, OSCE, Paris Club, PCA, PIF (partner), SECI (observer), SPC, UN, UN Security Council, UNCTAD, UNESCO, UNHCR, UNITAR, UNMEE, UNMIL, UNMOVIC, UNOMIG, UNRWA, UNTSO, UPU, WCL, WCO, WHO, WIPO, WMO, WTO, ZC |
| **Uruguay** | CAN (associate), CSN, FAO, G-77, IADB, IAEA, IBRD, ICAO, ICC, ICCt, ICRM, IFAD, IFC, IFRCS, IHO, ILO, IMF, IMO, Interpol, IOC, IOM, IPU, ISO, ITU, LAES, LAIA, Mercosur, MIGA, MINURSO, MINUSTAH, MONUC, NAM (observer), OAS, OPANAL, OPCW, PCA, RG, UN, UNCTAD, UNESCO, UNFICYP, UNIDO, UNMEE, UNMOGIP, UNOCI, UNOMIG, UPU, WCL, WCO, WFTU, WHO, WIPO, WMO, WToO, WTO |
| **Uzbekistan** | AsDB, CIS, EAPC, EBRD, ECO, FAO, IAEA, IBRD, ICAO, ICCt (signatory), ICRM, IDA, IDB, IFC, IFRCS, ILO, IMF, Interpol, IOC, IPU, ISO, ITU, MIGA, NAM, OIC, OPCW, OSCE, PFP, SCO, UN, UNCTAD, UNESCO, UNIDO, UPU, WCO, WFTU, WHO, WIPO, WMO, WToO, WTO (observer) |
| **Vanuatu** | ACCT, ACP, AsDB, C, FAO, G-77, IBRD, ICAO, ICFTU, ICRM, IDA, IFC, IFRCS, ILO, IMF, IMO, IOC, ITU, MIGA, NAM, OIF, OPCW, PIF, Sparteca, SPC, UN, UNCTAD, UNESCO, UNIDO, UNOCI, UPU, WFTU, WHO, WMO, WTO (observer) |
| **Venezuela** | CAN, CDB, CSN, FAO, G-3, G-15, G-24, G-77, IADB, IAEA, IBRD, ICAO, ICC, ICCt, ICFTU, ICRM, IFAD, IFC, IFRCS, IHO, ILO, IMF, IMO, Interpol, IOC, IOM, IPU, ISO, ITU, LAES, LAIA, Mercosur, MIGA, NAM, OAS, OPANAL, OPCW, OPEC, PCA, RG, UN, UNCTAD, UNESCO, UNHCR, UNIDO, UPU, WCL, WCO, WFTU, WHO, WIPO, WMO, WToO, WTO |
| **Vietnam** | ACCT (observer), APEC, APT, ARF, AsDB, ASEAN, CP, EAS, FAO, G-77, IAEA, IBRD, ICAO, ICRM, IDA, IFAD, IFC, IFRCS, ILO, IMF, IMO, Interpol, IOC, IOM (observer), IPU, ISO, ITU, MIGA, NAM, OIF, OPCW, UN, UNCTAD, UNESCO, UNIDO, UPU, WCL, WCO, WFTU, WHO, WIPO, WMO, WToO, WTO (observer) |
| **Virgin Islands** | IOC, UPU |
| **Wallis and Futuna** | SPC, UPU |
| **Western Sahara** | none |
| **Yemen** | AFESD, AMF, CAEU, FAO, G-77, IAEA, IBRD, ICAO, ICCt (signatory), ICFTU, ICRM, IDA, IDB, IFAD, IFC, IFRCS, ILO, IMF, IMO, Interpol, IOC, IOM, IPU, ISO (correspondent), ITU, LAS, MIGA, NAM, OAS (observer), OIC, ONUB, OPCW, UN, UNCTAD, UNESCO, UNHCR, UNIDO, UNMIS, UNOCI, UPU, WCO, WFTU, WHO, WIPO, WMO, WToO, WTO (observer) |
| **Zambia** | ACP, AfDB, AU, C, COMESA, FAO, G-77, IAEA, IBRD, ICAO, ICCt, ICFTU, ICRM, IDA, IFAD, IFC, IFRCS, ILO, IMF, Interpol, IOC, IOM, IPU, ISO (correspondent), ITU, MIGA, MONUC, NAM, OPCW, PCA, SADC, UN, UNCTAD, UNESCO, UNHCR, UNIDO, UNMEE, UNMIL, UNMIS, UPU, WCL, WCO, WHO, WIPO, WMO, WToO, WTO |
| **Zimbabwe** | ACP, AfDB, AU, COMESA, FAO, G-15, G-77, IAEA, IBRD, ICAO, ICCt (signatory), ICFTU, ICRM, IDA, IFAD, IFC, IFRCS, ILO, IMF, IMO, Interpol, IOC, IOM, IPU, ISO, ITU, MIGA, NAM, OPCW, PCA, SADC, UN, UNCTAD, UNESCO, UNIDO, UNMIS, UPU, WCL, WCO, WFTU, WHO, WIPO, WMO, WToO, WTO |

This page was last updated on 19 December, 2006
 
