CIA - The World Factbook -- Field Listing - Telephone system

| Country | Telephone system |
| | *domestic:* the main line telecommunications system is dilapidated; the state-owned telecom company, Uzbektelecom, is using a US$110 million loan from the Japanese government to improve main line services; mobile services are growing swiftly, with the subscriber base doubling in 2005 to 1.1 million; there are 6 main cellular providers currently in operation |
| | *international:* country code - 998; linked by landline or microwave radio relay with CIS member states and to other countries by leased connection via the Moscow international gateway switch; after the completion of the Uzbek link to the Trans-Asia-Europe (TAE) fiber-optic cable, Uzbekistan will be independent of Russian facilities for international communications (2006) |
| **Vanuatu** | *general assessment:* NA |
| | *domestic:* NA |
| | *international:* country code - 678; satellite earth station - 1 Intelsat (Pacific Ocean) |
| **Venezuela** | *general assessment:* modern and expanding |
| | *domestic:* domestic satellite system with 3 earth stations; recent substantial improvement in telephone service in rural areas; substantial increase in digitalization of exchanges and trunk lines; installation of a national interurban fiber-optic network capable of digital multimedia services |
| | *international:* country code - 58; 3 submarine coaxial cables; satellite earth stations - 1 Intelsat (Atlantic Ocean) and 1 PanAmSat; participating with Colombia, Ecuador, Peru, and Bolivia in the construction of an international fiber-optic network |
| **Vietnam** | *general assessment:* Vietnam is putting considerable effort into modernization and expansion of its telecommunication system, but its performance continues to lag behind that of its more modern neighbors |
| | *domestic:* all provincial exchanges are digitalized and connected to Hanoi, Da Nang, and Ho Chi Minh City by fiber-optic cable or microwave radio relay networks; main lines have been substantially increased, and the use of mobile telephones is growing rapidly |
| | *international:* country code - 84; satellite earth stations - 2 Intersputnik (Indian Ocean region) |
| **Virgin Islands** | *general assessment:* modern system with total digital switching, uses fiber-optic cable and microwave radio relay |
| | *domestic:* full range of services available |
| | *international:* country code - 1-340; 2 submarine cable connections (Taino Carib, Americas-1); satellite earth stations - NA |
| **Wake Island** | *general assessment:* satellite communications; 2 DSN circuits off the Overseas Telephone System (OTS) |
| | *domestic:* NA |
| | *international:* NA |
| **Wallis and Futuna** | *general assessment:* NA |
| | *domestic:* NA |
| | *international:* country code - 681 |
| **West Bank** | *general assessment:* NA |
| | *domestic:* Israeli company BEZEK and the Palestinian company PALTEL are responsible for fixed line services in the Gaza Strip; the Palestinian JAWAL company provides cellular services |
| | *international:* country code - 970 (2004) |
| **Western Sahara** | *general assessment:* sparse and limited system |
| | *domestic:* NA |
| | *international:* country code - 212; tied into Morocco's system by microwave radio relay, tropospheric scatter, and satellite; satellite earth stations - 2 Intelsat (Atlantic Ocean) linked to Rabat, Morocco |
| **World** | *general assessment:* NA |
| | *domestic:* NA |
| | *international:* NA |
| **Yemen** | *general assessment:* since unification in 1990, efforts have been made to create a national telecommunications network |
| | *domestic:* the national network consists of microwave radio relay, cable, tropospheric scatter, and GSM cellular mobile telephone systems |
| | *international:* country code - 967; satellite earth stations - 3 Intelsat (2 Indian Ocean and 1 Atlantic Ocean), 1 Intersputnik (Atlantic Ocean region), and 2 Arabsat; microwave radio relay to Saudi Arabia and Djibouti |
| **Zambia** | *general assessment:* facilities are aging but still among the best in Sub-Saharan Africa |
| | *domestic:* high-capacity microwave radio relay connects most larger towns and cities; several cellular telephone services in operation; Internet service is widely available; very small aperture terminal (VSAT) networks are operated by private firms |
| | *international:* country code - 260; satellite earth stations - 2 Intelsat (1 Indian Ocean and 1 Atlantic Ocean) |
| **Zimbabwe** | *general assessment:* system was once one of the best in Africa, but now suffers from poor maintenance; more than 100,000 outstanding requests for connection despite an equally large number of installed but unused main lines |
| | *domestic:* consists of microwave radio relay links, open-wire lines, radiotelephone communication stations, fixed wireless local loop installations, and a substantial mobile cellular network; Internet connection is available in Harare and planned for all major towns and for some of the smaller ones |
| | *international:* country code - 263; satellite earth stations - 2 Intelsat; 2 international digital gateway exchanges (in Harare and Gweru) |

This page was last updated on 13 December, 2007
 
