CIA - The World Factbook -- Field Listing - Political parties and leaders

| Country | Political parties and leaders |
| **Poland** | Catholic-National Movement or RKN [Antoni MACIEREWICZ]; Citizens Platform or PO [Donald TUSK]; Conservative Peasants Party or SKL-RNP [Artur BALAZS]; Democratic Left Alliance or SLD [Leszek MILLER]; Freedom Union or UW [Wladyslaw FRASYNIUK]; German Minority of Lower Silesia or MNSO [Henryk KROLL]; Law and Justice or PiS [Jaroslaw KACZYNSKI]; League of Polish Families or LPR [Marek KOTLINOWSKI]; Movement for the Reconstruction of Poland or ROP [Jan OLSZEWSKI]; Peasant-Democratic Party or PLD [Roman JAGIELINSKI]; Polish Accord or PP [Jan LOPUSZANSKI]; Polish Peasant Bloc or PBL [Wojciech MOJZESOWICZ]; Polish Peasant Party or PSL [Jaroslaw KALINOWSKI]; Samoobrona [Andrzej LEPPER]; Social Movement or RS [Krzysztof PIESIEWICZ]; Union of Labor or UP [Marek POL] |
| **Portugal** | The Greens or PEV [no leader]; Popular Party or PP [Paulo PORTAS]; Portuguese Communist Party/The Greens or PCP/PEV [Carlos CARVALHAS]; Portuguese Socialist Party or PS [Eduardo Ferro RODRIGUES]; Social Democratic Party or PSD [Jose Manuel DURAO BARROSO]; United Democratic Coalition or CDU [Carlos CARVALHAS]; The Left Bloc [no leader] |
| **Puerto Rico** | National Democratic Party [Celeste BENITEZ]; National Republican Party of Puerto Rico [Luis FERRE]; New Progressive Party or PNP (pro-US statehood) [Carlos PESQUERA]; Popular Democratic Party or PPD (pro-commonwealth) [Sila M. CALDERON]; Puerto Rican Independence Party or PIP (pro-independence) [Ruben BERRIOS Martinez] |
| **Qatar** | none |
| **Reunion** | Communist Party of Reunion or PCR [Paul VERGES]; Rally for the Republic or RPR [Andre Maurice PIHOUEE]; Socialist Party or PS [Jean-Claude FRUTEAU]; Union for French Democracy or UDF [Gilbert GERARD] |
| **Romania** | Democratic Party or PD [Traian BASESCU]; Democratic Union of Hungarians in Romania or UDMR [Bela MARKO]; National Liberal Party or PNL [Theodor STOLOJAN]; Romania Mare Party (Greater Romanian Party) or PRM [Corneliu Vadim TUDOR]; Social Democratic Party or PSD [Adrian NASTASE], formerly known as the Party of Social Democracy in Romania or PDSR |
| **Russia** | Communist Party of the Russian Federation or KPRF [Gennadiy Andreyevich ZYUGANOV]; Liberal Democratic Party of Russia or LDPR [Vladimir Volfovich ZHIRINOVSKIY]; Motherland Bloc (Rodina) [Sergey GLAZYEV and Dmitriy ROGOZIN]; People's Party [Gennadiy RAYKOV]; Union of Rightist Forces or SPS [Anatoliy Borisovich CHUBAYS, Yegor Timurovich GAYDAR, Irina Mutsuovna KHAKAMADA, Boris Yefimovich NEMTSOV]; United Russia [Boris Vyacheslavovich GRYZLOV]; Yabloko Party [Grigoriy Alekseyevich YAVLINSKIY] |
| **Rwanda** | Centrist Democratic Party or PDC [Jean-Nipomuscene NAYINZIRA]; Democratic Socialist Party or PSD [J. Damascene NTAWUKURIRYAYO]; Democratic Popular Union of Rwanda or UDPR [leader NA]; Democratic Republican Movement or MDR [Celestin KABANDA]; Islamic Democratic Party or PDI [Andre BUMAYA]; Liberal Party or PL [Pie MUGABO]; Party for Democratic Renewal (officially banned) [Pasteur BIZIMUNGU and Charles NTAKARUTINKA]; Rwanda Patriotic Front or FPR [Maj. Gen. Paul KAGAME]; Rwandan Socialist Party or PSR [leader NA] |
| **Saint Helena** | none |
| **Saint Kitts and Nevis** | Concerned Citizens Movement or CCM [Vance AMORY]; Nevis Reformation Party or NRP [Joseph PARRY]; People's Action Movement or PAM [Lindsey GRANT]; Saint Kitts and Nevis Labor Party or SKNLP [Dr. Denzil DOUGLAS] |
| **Saint Lucia** | National Alliance or NA [George ODLUM]; Saint Lucia Freedom Party or SFP [Martinus FRANCOIS]; Saint Lucia Labor Party or SLP [Kenneth ANTHONY]; Sou Tout Apwe Fete Fini or STAFF [Christopher HUNTE]; United Workers Party or UWP [Dr. Morella JOSEPH] |
| **Saint Pierre and Miquelon** | PRG [leader NA]; Rassemblement pour la Republique or RPR (now UMP) [leader NA]; Socialist Party or PS [leader NA]; Union pour la Democratie Francaise or UDF [leader NA] |
| **Saint Vincent and the Grenadines** | National Reform Party or NRP [Joel MIGUEL]; New Democratic Party or NDP [Arnhim EUSTACE]; People's Progressive Movement or PPM [Ken BOYEA]; Progressive Labor Party or PLP [leader NA]; United People's Movement or UPM [Adrian SAUNDERS]; Unity Labor Party or ULP [Ralph GONSALVES] (formed by the coalition of Saint Vincent Labor Party or SVLP and the Movement for National Unity or MNU) |
| **Samoa** | Christian Democratic Party [leader NA]; Human Rights Protection Party or HRPP [Sailele Malielegaoi TUILA'EPA, chairman]; Samoa All People's Party or SAPP [Matatumua MAIMOANA]; Samoan National Development Party or SNDP [LE MAMEA Ropati, chairman] (opposition); Samoa National Party [FETU Tiatia, party secretary]; Samoan Progressive Conservative Party [LEOTA Ituau Ale]; Samoan United Independents Party or SUIP [Dr. Saleimoa VAAI] |
| **San Marino** | Communist Refoundation or RC [Ivan FOSHI]; Ideas in Movement or IM [Alessandro ROSSI]; National Alliance or AN [leader NA]; Party of Democrats or PD [Claudio FELICI]; San Marino Christian Democratic Party or PDCS [Giovanni LONFERNINI]; San Marino Popular Alliance of Democrats or APDS [Roberto GIORGETTI]; San Marino Socialist Party or PSS [Alberto CECCHETTI]; Socialists for Reform or SR [Renzo GIARDI] |
| **Sao Tome and Principe** | Democratic Renovation Party [Armindo GRACA]; Force for Change Democratic Movement [leader NA]; Independent Democratic Action or ADI [Carlos NEVES]; Movement for the Liberation of Sao Tome and Principe-Social Democratic Party or MLSTP-PSD [Manuel Pinto Da COSTA]; Party for Democratic Convergence or PCD [Aldo BANDEIRA]; Ue-Kedadji coalition [leader NA]; other small parties |
| **Saudi Arabia** | none allowed |
| **Senegal** | African Party for Democracy and Socialism or And Jef (also known as PADS/AJ) [Landing SAVANE, secretary general]; African Party of Independence [Majhemout DIOP]; Alliance of Forces of Progress or AFP [Moustapha NIASSE]; Democratic and Patriotic Convention or CDP (also known as Garab-Gi) [Dr. Iba Der THIAM]; Democratic League-Labor Party Movement or LD-MPT [Dr. Abdoulaye BATHILY]; Front for Socialism and Democracy or FSD [Cheikh Abdoulaye DIEYE]; Gainde Centrist Bloc or BGC [Jean-Paul DIAS]; Independence and Labor Party or PIT [Amath DANSOKHO]; National Democratic Rally or RND [Madier DIOUF]; Senegalese Democratic Party or PDS [Abdoulaye WADE]; Socialist Party or PS [Ousmane Tanor DIENG]; SOPI Coalition (a coalition led by the PDS) [Abdoulaye WADE]; Union for Democratic Renewal or URD [Djibo Leyti KA]; other small parties |
| **Serbia and Montenegro** | Democratic Opposition of Serbia or DOS (a coalition of many small parties including DSS) [leader NA]; Alliance of Vojvodina Hungarians or SVM [Jozsef KASZA]; Democratic League of Kosovo or LDK [Dr. Ibrahim RUGOVA, president]; Democratic List for European Montenegro or DLECG [Milo DJUKANOVIC, Ranko KRIVOKAPIC]; Democratic Party or DS [collective interim leadership led by Cedomir JOVANOVIC]; Democratic Party of Serbia or DSS [Vojislav KOSTUNICA]; Democratic Party of Socialists of Montenegro or DPS [Milo DJUKANOVIC]; Party of Serb Unity or SSJ [Borislav PELEVIC]; Serbian Radical Party or SRS [Tomislav NIKOLIC]; Serbian Socialist Party or SPS (former Communist Party and party of Slobodan MILOSEVIC) [Zoran ANDJELKOVIC, general secretary]; Social Democratic Party or SDP [Rasim LJAJIC]; Together for Changes or ZP [leader NA] |
| **Seychelles** | Democratic Party or DP [James MANCHAM, Daniel BELLE]; Mouvement Seychellois pour la Democratie [Jacques HODOUL]; Seychelles National Party or SNP (formerly the United Opposition or UO) [Wavel RAMKALAWAN]; Seychelles People's Progressive Front or SPPF [France Albert RENE, James MICHEL] - the governing party |
| **Sierra Leone** | All People's Congress or APC [Alhaji Sat KOROMA, interim chairman]; Citizens United for Peace and Progress or CUPP [Alfred Musa CONTEH, interim chairman]; Coalition for Progress Party or CPP [Jeridine WILLIAM-SARHO, interim leader]; Democratic Center Party or DCP [Adu Aiah KOROMA]; Democratic Labor Party or DLP [George E. L. PALMER]; Democratic Party or DP [Henry BALO, acting chairman]; National Alliance Democratic Party or NADP [Mohamed Yahya SILLAH, chairman]; National Democratic Alliance or NDA [Amadu M. B. JALLOH]; National People's Party or NPP [Andrew TURAY]; National Republican Party or NRP [Stephen Sahr MAMBU]; National Unity Movement or NUM [Sam LEIGH, interim chairman]; National Unity Party or NUP [John BENJAMINE, interim leader]; Peace and Liberation Party or PLP [Darlington MORRISON, interim chairman]; People's Democratic Alliance or PDA [Cpl. (Ret.) Abdul Rahman KAMARA, interim chairman]; People's Democratic Party or PDP [Osman KAMARA]; People's National Convention or PNC [Edward John KARGBO]; People's Progressive Party or PPP [Abass Chernok BUNDU, chairman]; Revolutionary United Front Party or RUFP [Foday Saybana SANKOH, chairman]; Social Democratic Party or SDP [Andrew Victor LUNGAY]; Sierra Leone People's Party or SLPP [Ahmad Tejan KABBAH, chairman]; United National People's Party or UNPP [John KAREFA-SMART in exile, Raymond KAMARA, acting leader]; Young People's Party or YPP [Cornelius DEVEAUS, interim chairman] |
| **Singapore** | *governing party:* People's Action Party or PAP [GOH Chok Tong]; opposition parties: Democratic Progressive Party or DPP [leader NA]; National Solidarity Party or NSP [Steve CHIA]; Singapore Democratic Alliance or SDA [CHIAM See Tong] (includes SPP, PKMS, NSP, SJP); Singapore Democratic Party or SDP [CHEE Soon Juan]; Singapore Justice Party or SJP [leader NA]; Singapore National Malay Organization or PKMS [Muhammad ALI Aman]; Singapore People's Party or SPP [CHIAM See Tong]; Workers' Party or WP [LOW Thia Kiang] |
| **Slovakia** | Christian Democratic Movement or KDH [Pavol HRUSOVSKY]; Democratic Party or DS [Ludovit KANIK]; Direction (Smer) [Robert FICO]; Movement for a Democratic Slovakia-People's Party or HZDS-LS [Vladimir MECIAR]; New Citizens Alliance or ANO [Pavol RUSKO]; Party of the Hungarian Coalition or SMK [Bela BUGAR]; Slovak Communist Party or KSS [Jozef SEVC]; Slovak Democratic and Christian Union or SDKU [Mikulas DZURINDA]; Slovak National Party or SNS [Jan SLOTA] |
| **Slovenia** | Democratic Party of Retired (Persons) of Slovenia or DeSUS [Anton ROUS]; Liberal Democratic or LDS [Anton ROP]; New Slovenia or NSi [Andrej BAJUK]; Slovene National Party or SNS [Zmago JELINCIC]; Slovene People's Party or SLS [Franc BUT]; Slovene Youth Party or SMS [Dominic CERNJAK]; Social Democratic Party of Slovenia or SDS [Janez JANSA]; United List of Social Democrats or ZLSD [Borut PAHOR] |
| **Solomon Islands** | Association of Independents [Snyder RINI]; People's Alliance Party or PAP [Allan KEMAKEZA]; People's Progressive Party or PPP [Mannaseh Damukana SOGAVARE]; Solomon Islands Alliance for Change Coalition or SIACC [Bartholomew ULUFA'ALU]; Solomon Islands Labor Party or SILP [Joses TUHANUKU] |
| | *note:* in general, Solomon Islands politics is characterized by fluid coalitions |
| **Somalia** | none |
| **South Africa** | African Christian Democratic Party or ACDP [Kenneth MESHOE, president]; African National Congress or ANC [Thabo MBEKI, president]; Democratic Alliance (formed from the merger of the Democratic Party or DP and the New National Party or NNP; note - NNP split from DP in 2001) [Anthony LEON]; Freedom Front or FF [Dr. Pieter MULDER, president]; Inkatha Freedom Party or IFP [Mangosuthu BUTHELEZI, president]; New National Party or NNP [Marthinus VAN SCHALKWYK]; Pan-Africanist Congress or PAC [Stanley MOGOBA, president]; United Democratic Movement or UDM [Bantu HOLOMISA] |
| **Spain** | Basque Nationalist Party or PNV [Xabier ARZALLUS Antia]; Canarian Coalition or CC (a coalition of five parties) [Paulino RIVERO]; Convergence and Union or CiU [Jordi PUJOL i Soley, secretary general] (a coalition of the Democratic Convergence of Catalonia or CDC [Jordi PUJOL i Soley] and the Democratic Union of Catalonia or UDC [Josep Antoni DURAN y LLEIDA]); Galician Nationalist Bloc or BNG [Xose Manuel BEIRAS]; Party of Independents from Lanzarote or PIL [Dimas MARTIN Martin]; Popular Party or PP [Mariano RAJOY]; Spanish Socialist Workers Party or PSOE [Jose Luis RODRIGUEZ ZAPATERO]; United Left or IU (a coalition of parties including the PCE and other small parties) [Gaspar LLAMAZARES] |
| **Sri Lanka** | All Ceylon Tamil Congress or ACTC [KUMARGURUPARAM]; Ceylon Workers Congress or CWC [Arumugam THONDAMAN]; Communist Party or CP [D. GUNASEKERA]; Democratic United National (Lalith) Front or DUNLF [Shrimani ATULATHMUDALI]; Eelam People's Democratic Party or EPDP [Douglas DEVANANDA]; Eelam People's Revolutionary Liberation Front or EPRLF [Suresh PREMACHANDRAN]; Janatha Vimukthi Peramuna or JVP [Tilvan SILVA]; National Unity Alliance or NUA [Ferial ASHRAFF]; People's Alliance or PA [Chandrika Bandaranaike KUMARATUNGA]; People's Liberation Organization of Tamil Eelam or PLOTE [leader NA]; Sihala Urumaya or SU [Tilak KARUNARATNE]; Sri Lanka Freedom Party or SLFP [Chandrika Bandaranaike KUMARATUNGA]; Sri Lanka Muslim Congress or SLMC [Rauff HAKEEM]; Sri Lanka Progressive Front or SLPF [P. Nelson PERERA]; Tamil Eelam Liberation Organization or TELO [SABARATNAM]; Tamil National Alliance or TNA [Nadarajah RAVIRAJ]; Tamil United Liberation Front or TULF [R. SAMPATHAN]; United National Party or UNP [Ranil WICKREMASINGHE]; Upcountry People's Front or UPF [P. CHANDRASEKARAN]; several ethnic Tamil and Muslim parties, represented in either Parliament or provincial councils |
| **Sudan** | the government allows political "associations" under a 1998 law revised in 2000; to obtain government approval parties must accept the constitution and refrain from advocating or using violence against the regime; approved parties include the National Congress Party or NCP [Ibrahim Ahmed UMAR], Popular National Congress or PNC [Hassan al-TURABI], and over 20 minor, pro-government parties |
| **Suriname** | Democratic Alternative '91 or DA '91 (a coalition of the Alternative Forum or AF and Party for Brotherhood and Unity in Politics or BEP, formed in January 1991) [Winston JESSURUN]; Democratic National Platform 2000 or DNP 2000 (coalition of two parties, Democratic Party and Democrats of the 21st Century) [Jules WIJDENBOSCH]; Independent Progressive Democratic Alternative or OPDA [Joginder RAMKHILAWAN]; Millennium Combination or MC (a coalition of three parties, Democratic Alternative, Party for National Unity and Solidarity, and National Democratic Party) [leader NA]; National Democratic Party or NDP [Desire BOUTERSE]; Naya Kadam or NK [leader NA]; Party for Renewal and Democracy or BVD [Tjan GOBARDHAN]; Party of National Unity and Solidarity or KTPI [Willy SOEMITA]; Pertjaja Luhur [Paul SOMOHARDJO]; Progressive Workers' and Farm Laborers' Union or PALU [Ir Iwan KROLIS]; The New Front or NF (a coalition of four parties Suriname National Party or NPS, Progressive Reform Party or VHP, Suriname Labor Party or SPA, and Pertjaja Luhur) [Runaldo Ronald VENETIAAN]; The Progressive Development Alliance (a combination of three parties, Renewed Progressive Party or HPP, Party of the Federation of Land Workers or PVF, and Suriname Progressive People's Party or PSV) [Harry KISOENSINGH] |
| **Swaziland** | political parties are banned by the constitution - the following are considered political associations; Imbokodvo National Movement or INM [leader NA]; Ngwane National Liberatory Congress or NNLC [Obed DLAMINI, president]; People's United Democratic Movement or PUDEMO [Mario MASUKU, president]; Swaziland National Front or SWANAFRO [Elmond SHONGWE, president] |
| **Sweden** | Center Party [Maud OLOFSSON]; Christian Democratic Party [Alf SVENSSON]; Green Party [no formal leader but party spokespersons are Maria WETTERSTRAND and Peter ERIKSSON]; Left Party or VP (formerly Communist) [Ulla HOFFMAN (acting)]; Liberal People's Party [Lars LEIJONBORG]; Moderate Party (conservative) [Fredrik REINFELDT]; Social Democratic Party [Goran PERSSON] |
| **Switzerland** | Christian Democratic People's Party (Christichdemokratische Volkspartei der Schweiz or CVP, Parti Democrate-Chretien Suisse or PDC, Partito Democratico-Cristiano Popolare Svizzero or PDC, Partida Cristiandemocratica dalla Svizra or PCD) [Philipp STAEHELIN, president]; Green Party (Grune Partei der Schweiz or Grune, Parti Ecologiste Suisse or Les Verts, Partito Ecologista Svizzero or I Verdi, Partida Ecologica Svizra or La Verda) [Ruth GENNER and Patrice MUGNY, co-presidents]; Radical Free Democratic Party (Freisinnig-Demokratische Partei der Schweiz or FDP, Parti Radical-Democratique Suisse or PRD, Partitio Liberal-Radicale Svizzero or PLR) [Christiane LANGENBERGER, president]; Social Democratic Party (Sozialdemokratische Partei der Schweiz or SPS, Parti Socialist Suisse or PSS, Partito Socialista Svizzero or PSS, Partida Socialdemocratica de la Svizra or PSS) [Christiane BRUNNER, president]; Swiss People's Party (Schweizerische Volkspartei or SVP, Union Democratique du Centre or UDC, Unione Democratica de Centro or UDC, Uniun Democratica dal Center or UDC) [Ueli MAURER, president]; and other minor parties |
| **Syria** | National Progressive Front or NPF (includes Arab Socialist Renaissance (Ba'th) Party (governing party) [President Bashar al-ASAD, secretary general], Socialist Unionist Democratic Party [Ahmad al ASAD], Syrian Communist Party [leader NA], Unionist Socialist Party [leader NA], Arab Socialist Party [Abd al-Ghani QANNUT], and Arab Socialist Unionist Movement [Sami SUFAN]) [President Bashar al-ASAD, chairman]; Syrian Arab Socialist Party or ASP [Safwan QUDSI]; Syrian Communist Party or SCP [Yusuf FAYSAL]; Syrian Social National Party [Jubran URAYJI] |
| **Taiwan** | Democratic Progressive Party or DPP [CHEN Shui-bian, chairman]; Kuomintang or KMT (Nationalist Party) [LIEN Chan, chairman]; People First Party or PFP [James SOONG (SOONG Chu-yu), chairman]; Taiwan Solidarity Union or TSU [HUANG Chu-wen, chairman]; other minor parties including the Chinese New Party or CNP |
| **Tajikistan** | Democratic Party or DPT [Mahmadruzi ISKANDAROV, chairman]; Islamic Revival Party [Said Abdullo NURI, chairman]; People's Democratic Party of Tajikistan or PDPT [Emomali RAHMONOV]; Social Democratic Party or SDPT [Rahmatullo ZOIROV]; Socialist Party or SPT [Sherali KENJAYEV]; Tajik Communist Party or CPT [Shodi SHABDOLOV] |
| **Tanzania** | Chama Cha Demokrasia na Maendeleo (Party of Democracy and Development) or CHADEMA [Bob MAKANI]; Chama Cha Mapinduzi or CCM (Revolutionary Party) [Benjamin William MKAPA]; Civic United Front or CUF [Ibrahim LIPUMBA]; Democratic Party (unregistered) [Christopher MTIKLA]; Tanzania Labor Party or TLP [Augustine Lyatonga MREMA]; United Democratic Party or UDP [John CHEYO] |
| **Thailand** | Democratic Party or DP (Prachathipat Party) [BANTADTAN Banyat]; National Development Party or NDP (Chat Phattana) [KORN Dabbaransi]; Thai Nation Party or TNP (Chat Thai Party) [BANHAN Sinlapa-acha]; Thai Rak Thai Party or TRT [THAKSIN Chinnawat] |
| **Togo** | Juvento [Monsilia DJATO]; Movement of the Believers of Peace and Equality or MOCEP [leader NA]; Rally for the Support for Development and Democracy or RSDD [Hanay OLYMPIO]; Rally of the Togolese People or RPT [President Gnassingbe EYADEMA]; Union for Democracy and Social Progress or UDPS [Gagou KOKOU] |
| | *note:* Rally of the Togolese People or RPT, led by President EYADEMA, was the only party until the formation of multiple parties was legalized 12 April 1991 |
| **Tokelau** | none |
| **Tonga** | there are no political parties |
| **Trinidad and Tobago** | National Alliance for Reconstruction or NAR [Hochoy CHARLES]; People's Empowerment Party or PEP [leader NA]; People's National Movement or PNM [Patrick MANNING]; Team Unity or TUN [Ramesh MAHARAJ]; United National Congress or UNC [Basdeo PANDAY] |
| **Tunisia** | Al-Tajdid Movement [Adel CHAOUCH]; Constitutional Democratic Rally Party (Rassemblement Constitutionnel Democratique) or RCD [President Zine El Abidine BEN ALI (official ruling party)]; Liberal Social Party or PSL [Mounir BEJI]; Movement of Democratic Socialists or MDS [Khamis CHAMMARI]; Popular Unity Party or PUP [Mohamed Belhaj AMOR]; Unionist Democratic Union or UDU [Abderrahmane TLILI] |
| **Turkey** | Democratic Left Party or DSP [Bulent ECEVIT]; Justice and Development Party or AKP [Recep Tayip ERDOGAN]; Motherland Party or ANAP [Ahmet Mesut YILMAZ]; Nationalist Action Party or MHP [Devlet BAHCELI]; Republican People's Party or CHP [Deniz BAYKAL]; True Path Party (sometimes translated as Correct Way Party) or DYP [Tansu CILLER]; Young Party or GP [Cem UZAN] |
| **Turkmenistan** | Democratic Party of Turkmenistan or DPT [Saparmurat NIYAZOV] |
| | *note:* formal opposition parties are outlawed; unofficial, small opposition movements exist underground or in foreign countries; the two most prominent opposition groups-in-exile have been Gundogar and Erkin; Gundogar was led by former Foreign Minister Boris SHIKHUMRADOV until his arrest and imprisonment in the wake of the 25 November 2002 assassination attempt on President NIYAZOV; Erkin is led by former Foreign Minister Abdy KULIEV and is based out of Moscow |
| **Turks and Caicos Islands** | People's Democratic Movement or PDM [Derek H. TAYLOR]; Progressive National Party or PNP [Washington MISICK]; United Democratic Party or UDP [Wendal SWANN] |
| **Tuvalu** | there are no political parties but members of Parliament usually align themselves in informal groupings |
| **Uganda** | only one political organization, the Movement (formerly the NRM)[President MUSEVENI, chairman] is allowed to operate unfettered; note - the president maintains that the Movement is not a political party, but a mass organization, which claims the loyalty of all Ugandans |
| | *note:* the constitution requires the suspension of political parties while the Movement organization is in governance; of the political parties that exist but are prohibited from sponsoring candidates, the most important are the Ugandan People's Congress or UPC [Milton OBOTE]; Democratic Party or DP [Paul SSEMOGERERE]; Conservative Party or CP [Ken LUKYAMUZI]; Justice Forum [Muhammad Kibirige MAYANJA]; and National Democrats Forum [Chapaa KARUHANGA] |
| **Ukraine** | Agrarian Party [Kateryna VASHCHUK]; Communist Party of Ukraine or CPU [Petro SYMONENKO]; Democratic Initiatives [Stepan HAVRYSH]; European Choice [Volodymyr STASYUK]; Our Ukraine [Viktor YUSHCHENKO]; People's Choice [Mykola HAPOCHKA]; People's Democratic Party or PDP [Valeriy PUSTOVOYTENKO, chairman]; People's Power [Bohdan HUBSKYY]; Regions of Ukraine [Viktor YANUKOVYCH]; Socialist Party of Ukraine or SPU [Oleksandr MOROZ, chairman]; United Social Democratic Party [Leonid KRAVCHUK]; Working Ukraine-Industrialists and Entrepreneurs [Ihor SHAROV]; Yuliya Tymoshenko Bloc [Yuliya TYMOSHENKO] |
| | *note:* and numerous smaller parties |
| **United Arab Emirates** | none |
| **United Kingdom** | Conservative and Unionist Party [Michael HOWARD]; Democratic Unionist Party (Northern Ireland) [Rev. Ian PAISLEY]; Labor Party [Anthony (Tony) BLAIR]; Liberal Democrats [Charles KENNEDY]; Party of Wales (Plaid Cymru) [Ieuan Wyn Jones]; Scottish National Party or SNP [John SWINNEY]; Sinn Fein (Northern Ireland) [Gerry ADAMS]; Social Democratic and Labor Party or SDLP (Northern Ireland) [Mark DURKAN]; Ulster Unionist Party (Northern Ireland) [David TRIMBLE] |
| **United States** | Democratic Party [Terence McAULIFFE]; Green Party [leader NA]; Libertarian Party [Steve DASBACH]; Republican Party [Governor Marc RACICOT] |
| **Uruguay** | Colorado Party [Jorge BATLLE Ibanez]; National Party or Blanco [Luis Alberto LACALLE Herrera]; New Sector/Space Coalition or Nuevo Espacio [Rafael MICHELINI]; Progressive Encounter/Broad Front Coalition or Encuentro Progresista/Frente Amplio [Tabare VAZQUEZ] |
| **Uzbekistan** | Adolat (Justice) Social Democratic Party [Anwar JURABAYEV, first secretary]; Democratic National Rebirth Party (Milly Tiklanish) or MTP [Aziz KAYUMOV, chairman]; People's Democratic Party or NDP (formerly Communist Party) [Abdulkhafiz JALALOV, first secretary]; Self-Sacrificers Party or Fidokorlar National Democratic Party [Ahtam TURSUNOV, first secretary]; note - Fatherland Progress Party merged with Self-Sacrificers Party |
| **Vanuatu** | Jon Frum Movement [Song KEASPAI]; Melanesian Progressive Party or MPP [Barak SOPE]; National United Party or NUP [Dinh Van THAN]; Union of Moderate Parties or UMP [Serge VOHOR]; Vanuaaku Party (Our Land Party) or VP [Edward NATAPEI]; Vanuatu Republican Party or VRP [Maxime Carlot KORMAN] |
| **Venezuela** | Democratic Action or AD [Claudio FERMIN]; Fifth Republic Movement or MVR [Garcia PONCE]; Homeland for All or PPT [Jose ALBORNIZ]; Justice First [Julio BORGES]; Movement Toward Socialism or MAS [Hector MUJICA]; National Convergence or Convergencia [Juan Jose CALDERA]; Radical Cause or La Causa R [Antonio HERRERA]; Social Christian Party or COPEI [Oswaldo ALVAREZ Paz]; Venezuela Project or PV [Henrique SALAS Romer] |
| **Vietnam** | only party - Communist Party of Vietnam or CPV [Nong Duc MANH, general secretary] |
| **Virgin Islands** | Democratic Party [Arturo WATLINGTON]; Independent Citizens' Movement or ICM [Usie RICHARDS]; Republican Party [Gary SPRAUVE] |
| **Wallis and Futuna** | Lua Kae Tahi (Giscardians) [leader NA]; Mouvement des Radicaux de Gauche or MRG [leader NA]; Rally for the Republic or RPR [Clovis LOGOLOGOFOLAU]; Taumu'a Lelei [Soane Muni UHILA]; Union Populaire Locale or UPL [Falakiko GATA]; Union Pour la Democratie Francaise or UDF [leader NA] |
| **Yemen** | *there are over 12 political parties active in Yemen, some of the more prominent are:* General People's Congress or GPC [President Ali Abdallah SALIH]; Islamic Reform Grouping or Islah [Shaykh Abdallah bin Husayn al-AHMAR]; National Arab Socialist Baath Party [Dr. Qassim SALAAM]; Nasserite Unionist Party [Abdel Malik al-MAKHLAFI]; Yemeni Socialist Party or YSP [Ali Salih MUQBIL] |
| | *note:* President SALIH's General People's Congress or GPC won a landslide victory in the April 1997 legislative election and no longer governs in coalition with Shaykh Abdallah bin Husayn al-AHMAR's Islamic Reform Grouping or Islah - the two parties had been in coalition since the end of the civil war in 1994; the YSP, a loyal opposition party, boycotted the April 1997 legislative election, but announced that it would participate in Yemen's first local elections, held in February 2001; these local elections aim to decentralize political power and are a key element of the government's political reform program |
| **Zambia** | Agenda for Zambia or AZ [Inonge MBIKUSITA-LEWANIKA]; Forum for Democracy and Development or FDD [Christon TEMBO]; Heritage Party or HP [Godfrey MIYANDA]; Liberal Progressive Front or LPF [Roger CHONGWE, president]; Movement for Multiparty Democracy or MMD [Levy MWANAWASA, acting president]; National Leadership for Development or NLD [Yobert SHAMAPANDE]; National Party or NP [Dr. Sam CHIPUNGU]; Patriotic Front or PF [Michael SATA]; Zambian Republican Party or ZRP [Benjamin MWILA]; Social Democratic Party or SDP [Gwendoline KONIE]; United National Independence Party or UNIP [Francis NKHOMA, president]; United Party for National Development or UPND [Anderson MAZOKA] |
| **Zimbabwe** | Movement for Democratic Change or MDC [Morgan TSVANGIRAI]; National Alliance for Good Governance or NAGG [Shakespeare MAYA]; United Parties [Abel MUZOREWA]; Zimbabwe African National Union-Ndonga or ZANU-Ndonga [Wilson KUMBULA]; Zimbabwe African National Union-Patriotic Front or ZANU-PF [Robert Gabriel MUGABE]; Zimbabwe African Peoples Union or ZAPU [Agrippa MADLELA] |

This page was last updated on 18 December, 2003
 
