CIA - The World Factbook -- Field Listing - Political parties and leaders

| Country | Political parties and leaders |
| **New Zealand** | ACT New Zealand [Rodney HIDE]; Green Party [Jeanette FITZSIMONS and Rod DONALD]; Maori Party [Whatarangi WINIATA]; National Party or NP [Don BRASH]; New Zealand First Party or NZFP [Winston PETERS]; New Zealand Labor Party or NZLP [Helen CLARK]; Progressive Party [James (Jim) ANDERTON]; United Future or UF [Peter DUNNE] |
| **Nicaragua** | Alliance for the Republic or APRE [Miguel LOPEZ Baldizon, Oscar WENDOLYN Vargas, Karla WHITE]; Central American Unionist Party or PUCA [leader NA]; Christian Alternative Party or AC [Orlando TARDENCILLA Espinoza]; Conservative Party of Nicaragua or PCN [Mario RAPPACCIOLI]; Independent Liberal Party or PLI [Anibal MARTINEZ Nunez, Pedro REYES Vallejos]; Independent Liberal Party for National Unity or PLIUN [leader NA]; Liberal Constitutional Party or PLC [Jorge CASTILLO Quant]; Liberal Salvation Movement or MSL [Eliseo NUNEZ Hernandez]; New Liberal Party or PALI [leader NA]; Nicaraguan Party of the Christian Path or PCCN [Guillermo OSORNO Molina]; Nicaraguan Resistance Party or PRN [Salvador TALAVERA]; Sandinista National Liberation Front or FSLN [Daniel ORTEGA Saavedra]; Sandinista Renovation Movement or MRS [leader NA]; Unity Alliance or AU [leader NA] |
| **Niger** | Alliance for Democracy and Progress or ANDP [leader NA]; Democratic Rally of the People-Jama'a or RDP-Jama'a [Hamid ALGABID]; Democratic and Social Convention-Rahama or CDS-Rahama [Mahamane OUSMANE]; National Movement for a Developing Society-Nassara or MNSD-Nassara [TANDJA Mamadou, chairman]; Nigerien Alliance for Democracy and Social Progress-Zaman Lahiya or ANDPS-Zaman Lahiya [Moumouni Adamou DJERMAKOYE]; Nigerien Party for Democracy and Socialism-Tarayya or PNDS-Tarayya [Mahamadou ISSOUFOU]; Party for Socialism and Democracy in Niger [leader NA]; Rally for Social Democracy or RSD [Cheiffou AMADOU]; Union of Democratic Patriots and Progressives-Chamoua or UPDP-Chamoua [Professor Andre' SALIFOU, chairman] |
| **Nigeria** | Alliance for Democracy or AD [Alhaji Adamu ABDULKADIR]; All Nigeria Peoples' Party or ANPP [Don ETIEBET]; All Progressives Grand Alliance or APGA [Chekwas OKORIE]; National Democratic Party or NDP [Aliyu Habu FARI]; Peoples Democratic Party or PDP [Dr. Ahmadu ALI]; Peoples Redemption Party or PRP [Abdulkadir Balarabe MUSA]; Peoples Salvation Party or PSP [Lawal MAITURARE]; United Nigeria Peoples Party or UNPP [Saleh JAMBO] |
| **Niue** | Niue People's Action Party or NPP [Young VIVIAN]; Alliance of Independents or AI [leader NA] |
| **Norfolk Island** | none |
| **Northern Mariana Islands** | Democratic Party [Dr. Carlos S. CAMACHO]; Republican Party [NA]; Covenant Party [Benigno R. FITIAL] |
| **Norway** | Center Party [Aslaug Marie HAGA]; Christian People's Party [Dagfinn HOYBRATEN]; Coastal Party [Roy WAAGE]; Conservative Party [Erna SOLBERG]; Labor Party [Jens STOLTENBERG]; Liberal Party [Lars SPONHEIM]; Progress Party [Carl I. HAGEN]; Socialist Left Party [Kristin HALVORSEN] |
| **Oman** | none |
| **Pakistan** | Awami National Party or ANP [Wali KHAN]; Balochistan National Movement/Hayee Group or BNM/H [Dr. Hayee BALUCH]; Baluch National Party/Awami or BNP/Awami [Moheem Khan BALOCH]; Baluch National Party-Mengal or BNP/M [Sardar Ataullah MENGAL]; Jamhoori Watan Party or JWP [Akbar Khan BUGTI]; Jamiat-al-Hadith or JAH [Sajid MIR]; Jamiat-i-Islami or JI [Qazi Hussain AHMED]; Jamiat Ulema-i-Islam, Fazlur Rehman faction or JUI/F [Fazlur REHMAN]; Jamiat Ulema-i-Islam, Sami ul-HAQ faction or JUI/S [Sami ul-HAQ]; Jamiat Ulema-i-Pakistan or JUP [Shah Faridul HAQ]; Millat Party or MP [Farooq LEGHARI]; Muttahida Majlis-e-Amal Pakistan or MMA [Qazi Hussain AHMED]; Muttahida Qaumi Movement, Altaf faction or MQM/A [Altaf HUSSAIN]; Muttahida Quami Movement, Haqiqi faction or MQM/H [Afaq AHMAD]; National People's Party or NPP [Ghulam Mustapha JATOI]; Pakhtun Khwa Milli Awami Party or PkMAP [Mahmood Khan ACHAKZAI]; Pakhtun Quami Party or PQP [Mohammed Afzal KHAN]; Pakistan Awami Tehrik or PAT [Tahir ul QADRI]; Pakistan Democratic Party or PDP [Mehbooba Mufti SAYEED]; Pakistan Muslim League, Functional Group or PML/F [Pir PAGARO]; Pakistan Muslim League, Nawaz Sharif faction or PML/N [Nawaz SHARIF]; Pakistan Muslim League or PML [Chaudhry Shujaat HUSSAIN]; note - as of May 2004, the PML/Q changed its name to PML and absorbed the PML/J, PML/Z, and NA; Pakistan National Party or PNP [Hasil BIZENJO]; Pakistan People's Party or PPP [Aftab Ahmed Khan SHERPAO]; Pakistan People's Party Parliamentarians or PPPP [Benazir BHUTTO]; Pakistan Tehrik-e-Insaaf or PTI [Imran KHAN]; Tehrik-i-Islami [Allama Sajid NAQVI] |
| | *note:* political alliances in Pakistan can shift frequently |
| **Palau** | none |
| **Panama** | Democratic Change or CD [Ricardo MARTINELLI]; Democratic Revolutionary Party or PRD [Martin TORRIJOS]; National Liberal Party or PLN [Anibal GALINDO]; Nationalist Republican Liberal Movement or MOLIRENA [Jesus ROSAS]; Panamenista Party or PA (formerly the Arnulfista Party) [Mireya Elisa MOSCOSO Rodriguez]; Popular Party or PP (formerly Christian Democratic Party or PDC) [Ruben AROSEMENA]; Solidarity Party or PS [Jose Raul MULINO] |
| **Papua New Guinea** | Christian Democratic Party [Dr. Banare BUN, party leader]; Melanesian Alliance Party or MAP [Sir Moi AVEL, party leader]; National Alliance Party or NA [Michael SOMARE, party leader; George MANOA, party president]; National Party [Melchior PEP, party leader]; Papua and Niugini Union Party or PANGU [Chris HAIVETA, party leader]; Papua New Guinea First Party [Cecilking DORUBA, party leader]; Papua New Guinea Labor Party [Bob DANAYA, party leader]; Papua New Guinea Party (was People's Democratic Movement or PDM) [Sir Mekere MORAUTA, party leader]; People's Action Party or PAP [Moses MALADINA, party leader]; People's Labor Party or PLP [Ekis ROPENU, party leader]; People's National Congress or PNC [Peter O'NEILL, party leader]; People's Progressive Party or PPP [Andrew BAING, party leader]; Pipol First Party [Luther WENGE, party leader]; Rural People's Party [Peter NAMUS, party leader]; United Party [Bire KIMASOPA, party leader]; United Resources Party or URP [Tim NEVILLE, party leader] (2004) |
| **Paraguay** | Asociacion Nacional Republicana - Colorado Party or ANR [Herminio CACERES, interim president]; Movimiento Union Nacional de Ciudadanos Eticos or UNACE [Enrique GONZALEZ Quintana, acting chairman]; Patria Querida (Beloved Fatherland Party) or PQ [Pedro Nicolas Maraa FADUL Niella]; Partido Encuentro Nacional or PEN [Luis TORALES Kenney]; Partido Liberal Radical Autentico or PLRA [Julio Cesar FRANCO]; Partido Pais Solidario or PPS [Carlos Alberto FILIZZOLA Pallares] |
| | *note:* Nicanor DUARTE Frutos on leave as party leader of the Colorado Party or ANR while serving as President of Paraguay; Lino Cesar OVIEDO Silva, leader of UNACE, is currently serving a ten-year prison term |
| **Peru** | Independent Moralizing Front or FIM [Fernando OLIVERA Vega]; National Unity (Unidad Nacional) or UN [Lourdes FLORES Nano]; Peru Posible or PP [David WAISMAN]; Peruvian Aprista Party or PAP (also referred to by its original name Alianza Popular Revolucionaria Americana or APRA) [Alan GARCIA]; Popular Action or AP [Javier DIAZ Orihuela]; Solucion Popular [Carlos BOLANA]; Somos Peru or SP [Alberto ANDRADE]; Union for Peru or UPP [Roger GUERRA Garcia] |
| **Philippines** | Laban Ng Demokratikong Pilipino (Struggle of Filipino Democrats) or LDP [Edgardo ANGARA, president]; Lakas Ng Edsa (National Union of Christian Democrats) or Lakas [Jose DE VENECIA, president; Gloria MACAPAGAL-ARROYO, chairperson]; Liberal Party or LP [Franklin DRILON, president; Jose ATIENZA, JR., chairman]; National People's Coalition or NPC [Eduardo COJUANGCO, chairman emeritus; Frisco SAN JUAN, president]; PDP-Laban [Aquilino PIMENTEL, president]; Pwersa ng Masang Pilipino (Party of the Philippine Masses) or PMP [Joseph ESTRADA, president; Juan Ponce ENRILE, chairman]; Aksyon Demokratiko Party [Raul ROCO, president]; Reporma [Renato DE VILLA, chairman]; PROMDI [Emilio OSMENA, president]; Nacionalista [Manuel VILLAR, president]; People's Reform Party [Miriam Defensor SANTIAGO, president} |
| **Pitcairn Islands** | none |
| **Poland** | Catholic-National Movement or RKN [Antoni MACIEREWICZ]; Civic Platform or PO [Donald TUSK]; Conservative Peasants Party or KL [Artur BALAZS]; Democratic Left Alliance or SLD [Jozef OLEKSY]; Dom Ojczysty (Fatherland Home); Freedom Union or UW [Wladyslaw FRASYNIUK]; German Minority of Lower Silesia or MNSO [Henryk KROLL]; Law and Justice or PiS [Jaroslaw KACZYNSKI]; League of Polish Families or LPR [Marek KOTLINOWSKI]; Movement for the Reconstruction of Poland or ROP [Jan OLSZEWSKI]; Peasant-Democratic Party or PLD [Roman JAGIELINSKI]; Polish Accord or PP [Jan LOPUSZANSKI]; Polish Peasant Party or PSL [Waldemar PAWLAK]; Samoobrona or SO [Andrzej LEPPER]; Social Democratic Party of Poland or SDPL [Marek BOROWSKI]; Social Movement or RS [Krzysztof PIESIEWICZ]; Union of Labor or UP [Izabela JARUGA-NOWACKA] |
| **Portugal** | Green Ecologist Party or PEV [Heloisa APOLONIA]; Popular Party or PP [Jose Ribeiro e CASTRO]; Portuguese Communist Party or PCP [Jeronimo de SOUSA]; Portuguese Socialist Party or PS [Jose SOCRATES Carvalho Pinto de Sousa]; Social Democratic Party or PSD [Luis Marques MENDES]; The Left Bloc or BE [Franciso Anacleto LOUCA]; Unitarian Democratic Coalition or UDC [Jeronimo de SOUSA] |
| **Puerto Rico** | National Democratic Party [Celeste BENITEZ]; National Republican Party of Puerto Rico [Dr. Tiody FERRE]; New Progressive Party or PNP (pro-US statehood) [Pedro ROSSELLO]; Popular Democratic Party or PPD (pro-commonwealth) [Anibal ACEVEDO-VILA]; Puerto Rican Independence Party or PIP (pro-independence) [Ruben BERRIOS Martinez] |
| **Qatar** | none |
| **Reunion** | Communist Party of Reunion or PCR [Paul VERGES]; Rally for the Republic or RPR [Andre Maurice PIHOUEE]; Socialist Party or PS [Jean-Claude FRUTEAU]; Union for French Democracy or UDF [Gilbert GERARD]; Union for a Popular Movement or UMP [leader NA] |
| **Romania** | Conservative Party [Dan VOICULESCU], formerly Humanist Party or PUR; Democratic Party or PD [Emil BOC]; Democratic Union of Hungarians in Romania or UDMR [Bela MARKO]; National Liberal Party or PNL [Calin Popescu TARICEANU]; Romania Mare Party (Greater Romanian Party) or PRM [Corneliu Vadim TUDOR]; Social Democratic Party or PSD [Mircea Dan GEOANA], formerly Party of Social Democracy in Romania or PDSR |
| **Russia** | Communist Party of the Russian Federation or CPRF [Gennadiy Andreyevich ZYUGANOV]; Liberal Democratic Party of Russia or LDPR [Vladimir Volfovich ZHIRINOVSKIY]; Motherland Bloc (Rodina) [Dmitriy ROGOZIN]; People's Party [Gennadiy RAYKOV]; Union of Right Forces or SPS [Anatoliy Borisovich CHUBAYS, Yegor Timurovich GAYDAR, Irina Mutsuovna KHAKAMADA, Boris Yefimovich NEMTSOV]; United Russia [Boris Vyacheslavovich GRYZLOV]; Yabloko Party [Grigoriy Alekseyevich YAVLINSKIY] |
| **Rwanda** | Centrist Democratic Party or PDC [Alfred MUKEZAMFURA]; Democratic Popular Union of Rwanda or UDPR [Adrien RANGIRA]; Democratic Republican Movement or MDR (officially banned) [Celestin KABANDA]; Islamic Democratic Party or PDI [Andre BUMAYA]; Liberal Party or PL [Prosper HIGIRO]; Party for Democratic Renewal (officially banned) [Pasteur BIZIMUNGU and Charles NTAKARUTINKA]; Rwandan Patriotic Front or RPF [Paul KAGAME]; Social Democratic Party or PSD [Vincent BIRUTA] |
| **Saint Helena** | none |
| **Saint Kitts and Nevis** | Concerned Citizens Movement or CCM [Vance AMORY]; Nevis Reformation Party or NRP [Joseph PARRY]; People's Action Movement or PAM [Lindsey GRANT]; Saint Kitts and Nevis Labor Party or SKNLP [Dr. Denzil DOUGLAS] |
| **Saint Lucia** | National Alliance or NA [George ODLUM]; Saint Lucia Freedom Party or SFP [Martinus FRANCOIS]; Saint Lucia Labor Party or SLP [Kenneth ANTHONY]; Sou Tout Apwe Fete Fini or STAFF [Christopher HUNTE]; United Workers Party or UWP [Dr. Morella JOSEPH] |
| **Saint Pierre and Miquelon** | Left Radical Party or PRG [leader NA]; Rassemblement pour la Republique or RPR (now UMP) [leader NA]; Socialist Party or PS [leader NA]; Union pour la Democratie Francaise or UDF [leader NA] |
| **Saint Vincent and the Grenadines** | National Reform Party or NRP [Joel MIGUEL]; New Democratic Party or NDP [Arnhim EUSTACE]; People's Progressive Movement or PPM [Ken BOYEA]; Progressive Labor Party or PLP [leader NA]; United People's Movement or UPM [Adrian SAUNDERS]; Unity Labor Party or ULP [Ralph GONSALVES] (formed by the coalition of Saint Vincent Labor Party or SVLP and the Movement for National Unity or MNU) |
| **Samoa** | Christian Democratic Party [leader NA]; Human Rights Protection Party or HRPP [Sailele Malielegaoi TUILA'EPA, chairman]; Samoan Democratic United Party or SDUP [LE MAMEA Ropati, chairman] (opposition) |
| **San Marino** | Communist Refoundation or RC [Ivan FOSHI]; Ideas in Movement or IM [Alessandro ROSSI]; National Alliance or AN [leader NA]; Party of Democrats or PD [Claudio FELICI]; San Marino Christian Democratic Party or PDCS [Giovanni LONFERNINI]; San Marino Popular Alliance of Democrats or APDS [Roberto GIORGETTI]; San Marino Socialist Party or PSS [Alberto CECCHETTI]; Socialists for Reform or SR [Renzo GIARDI] |
| **Sao Tome and Principe** | Democratic Renovation Party [Armindo GRACA]; Force for Change Democratic Movement [leader NA]; Independent Democratic Action or ADI [Carlos NEVES]; Movement for the Liberation of Sao Tome and Principe-Social Democratic Party or MLSTP-PSD [Manuel Pinto Da COSTA]; Party for Democratic Convergence or PCD [Aldo BANDEIRA]; Ue-Kedadji coalition [leader NA]; other small parties |
| **Saudi Arabia** | none |
| **Senegal** | African Party for Democracy and Socialism or And Jef (also known as PADS/AJ) [Landing SAVANE, secretary general]; African Party of Independence [Majhemout DIOP]; Alliance of Forces of Progress or AFP [Moustapha NIASSE]; Democratic and Patriotic Convention or CDP (also known as Garab-Gi) [Dr. Iba Der THIAM]; Democratic League-Labor Party Movement or LD-MPT [Dr. Abdoulaye BATHILY]; Front for Socialism and Democracy or FSD [Cheikh Abdoulaye DIEYE]; Gainde Centrist Bloc or BGC [Jean-Paul DIAS]; Independence and Labor Party or PIT [Amath DANSOKHO]; National Democratic Rally or RND [Madier DIOUF]; Senegalese Democratic Party or PDS [Abdoulaye WADE]; Socialist Party or PS [Ousmane Tanor DIENG]; SOPI Coalition (a coalition led by the PDS) [Abdoulaye WADE]; Union for Democratic Renewal or URD [Djibo Leyti KA]; other small parties |
| **Serbia and Montenegro** | Democratic Party or DS [Boris TADIC]; Democratic Party of Serbia or DSS [Vojislav KOSTUNICA]; Democratic Party of Socialists of Montenegro or DPS [Milo DJUKANOVIC]; Democratic Serbian Party of Montenegro or DSS [Bozidar BOJOVIC]; G17 Plus [Miroljub LABUS]; New Serbia or NS [Velimir ILIC]; Liberal Party of Montenegro or LSCG [Miodrag ZIVKOVIC]; People's Party of Montenegro or NS [Dragan SOC]; Power of Serbia Movement or PSS [Bogoljub KARIC]; Serbian Radical Party or SRS [Tomislav NIKOLIC]; Serbian Renewal Movement or SPO [Vuk DRASKOVIC]; Serbian Socialist Party or SPS (former Communist Party and party of Slobodan MILOSEVIC) [Ivica DACIC, president of Main Board]; Social Democratic Party of Montenegro or SDP [Ranko KRIVOKAPIC]; Socialist People's Party of Montenegro or SNP [Predrag BULATOVIC] |
| | *note:* the following political parties participate in elections and institutions only in Kosovo, which has been governed by the UN under UNSCR 1244 since 1999: Albanian Christian Democratic Party or PSHDK [Mark KRASNIQI]; Alliance for the Future of Kosovo or AAK [Ramush HARADINAJ]; Citizens' Initiative of Serbia or GIS [Slavisa PETKOVIC]; Democratic Ashkali Party of Kosovo or PDAK [Sabit RRAHMANI]; Democratic League of Kosovo or LDK [Ibrahim RUGOVA]; Democratic Party of Kosovo or PDK [Hashim THACI]; Justice Party of PD [Sylejman CERKEZI]; Kosovo Democratic Turkish Party of KDTP [Mahir YAGCILAR]; Liberal Party of Kosovo or PLK [Gjergj DEDAJ]; Ora [Veton SURROI]; New Democratic Initiative of Kosovo or IRDK [Bislim HOTI]; Party of Democratic Action or SDA [Numan BALIC]; Popular Movement of Kosovo or LPK [Emrush XHEMAJLI]; Prizren-Dragas Initiative or PDI [Ismajl KARADOLAMI]; Serb List for Kosovo and Metohija or SLKM [Oliver IVANOVIC]; United Roma Party of Kosovo or PREBK [Haxhi Zylfi MERXHA]; Vakat [leader NA] |
| **Seychelles** | Democratic Party or DP [James MANCHAM, Daniel BELLE]; Mouvement Seychellois pour la Democratie [Jacques HODOUL]; Seychelles National Party or SNP (formerly the United Opposition or UO) [Wavel RAMKALAWAN]; Seychelles People's Progressive Front or SPPF [France Albert RENE, James MICHEL] - the governing party |
| **Sierra Leone** | All People's Congress or APC [Ben KANU]; Peace and Liberation Party or PLP [Darlington MORRISON, interim chairman]; Sierra Leone People's Party or SLPP [Sama BANYA]; numerous others |
| **Singapore** | *governing party:* People's Action Party or PAP [LEE Hsien Loong]; opposition parties: Democratic Progressive Party or DPP [LING How Dong]; National Solidarity Party or NSP [vacant] (SDA group); Singapore Democratic Alliance or SDA [CHIAM See Tong] (includes SPP, PKMS, NSP, SJP); Singapore Democratic Party or SDP [CHEE Soon Juan]; Singapore Justice Party or SJP [Desmond LIM] (SDA group); Singapore National Malay Organization or PKMS [Malik ISMAIL] (SDA group); Singapore People's Party or SPP [CHIAM See Tong] (SDA group); Workers' Party or WP [Sylvia Lim Swee LIAN] |
| **Slovakia** | Christian Democratic Movement or KDH [Pavol HRUSOVSKY]; Direction (Smer) [Robert FICO]; Free Forum [Zuzana MARTINAKOVA]; Movement for Democracy or HZD [Jozef GRAPA]; Movement for a Democratic Slovakia-People's Party or HZDS-LS [Vladimir MECIAR]; New Citizens Alliance or ANO [Pavol RUSKO]; Party of the Hungarian Coalition or SMK [Bela BUGAR]; People's Union or LU [Gustav KRAJCI]; Slovak Communist Party or KSS [Jozef SEVC]; Slovak Democratic and Christian Union or SDKU [Mikulas DZURINDA]; Slovak National Party or SNS [Peter SULOVSKY] |
| **Slovenia** | Democratic Party of Retired (Persons) of Slovenia or DeSUS [Anton ROUS]; Liberal Democratic Party or LDS [Anton ROP]; New Slovenia or NSi [Andrej BAJUK]; Slovene Democratic Party or SDS [Janez JANSA]; Slovene National Party or SNS [Zmago JELINCIC]; Slovene People's Party or SLS [Janez PODOBNIK]; Slovene Youth Party or SMS [Darko KRANJC]; United List of Social Democrats or ZLSD [Borut PAHOR] |
| **Solomon Islands** | Association of Independents [Snyder RINI]; People's Alliance Party or PAP [Allan KEMAKEZA]; People's Progressive Party or PPP [Mannaseh Damukana SOGAVARE]; Solomon Islands Alliance for Change Coalition or SIACC [Bartholomew ULUFA'ALU]; Solomon Islands Labor Party or SILP [Joses TUHANUKU] |
| | *note:* in general, Solomon Islands politics is characterized by fluid coalitions |
| **Somalia** | none |
| **South Africa** | African Christian Democratic Party or ACDP [Kenneth MESHOE, president]; African National Congress or ANC [Thabo MBEKI, president]; Democratic Alliance or DA (formed from the merger of the Democratic Party or DP and the Freedom Alliance or FA) [Anthony LEON]; Inkatha Freedom Party or IFP [Mangosuthu BUTHELEZI, president]; Pan-Africanist Congress or PAC [Stanley MOGOBA, president]; United Democratic Movement or UDM [Bantu HOLOMISA] |
| **Spain** | Basque Nationalist Party or PNV [Josu Jon IMAZ]; Canarian Coalition or CC (a coalition of five parties) [Paulino RIVERO Baute]; Convergence and Union or CiU [Artur MAS i Gavarro] (a coalition of the Democratic Convergence of Catalonia or CDC [Artur MAS i Gavarro] and the Democratic Union of Catalonia or UDC [Josep Antoni DURAN y LLEIDA]); Entesa Catalonia de Progress (a Senate coalition grouping four Catalan parties - PSC, ERC, ICV, EUA) [leader NA]; Galician Nationalist Bloc or BNG [Anxo Manuel QUINTANA]; Party of Independents from Lanzarote or PIL [Dimas MARTIN Martin]; Popular Party or PP [Mariano RAJOY]; Republican Left of Catalonia or ERC [Josep-Lluis CAROD-ROVIRA]; Spanish Socialist Workers Party or PSOE [Jose Luis RODRIGUEZ ZAPATERO]; United Left or IU (a coalition of parties including the PCE and other small parties) [Gaspar LLAMAZARES] |
| **Sri Lanka** | All Ceylon Tamil Congress or ACTC [KUMARGURUPARAM]; Ceylon Workers Congress or CWC [Arumugam THONDAMAN]; Communist Party or CP [D. GUNASEKERA]; Democratic United National (Lalith) Front or DUNLF [Shrimani ATULATHMUDALI]; Eelam People's Democratic Party or EPDP [Douglas DEVANANDA]; Eelam People's Revolutionary Liberation Front or EPRLF [Suresh PREMACHANDRAN]; Janatha Vimukthi Perumuna or JVP [Tilvan SILVA]; National Heritage Party or JHU [Tilak KARUNARATNE]; National Unity Alliance or NUA [Ferial ASHRAFF]; People's Liberation Organization of Tamil Eelam or PLOTE [leader NA]; Sihala Urumaya or SU [leader NA]; Sri Lanka Freedom Party or SLFP [Chandrika Bandaranaike KUMARATUNGA]; Sri Lanka Muslim Congress or SLMC [Rauff HAKEEM]; Sri Lanka Progressive Front or SLPF [P. Nelson PERERA]; Tamil Eelam Liberation Organization or TELO [SABARATNAM]; Tamil National Alliance or TNA [R. SAMPANTHAN]; Tamil United Liberation Front or TULF [V. ANANDASANGAREE]; United National Party or UNP [Ranil WICKREMASINGHE]; Up-country People's Front or UPF [P. CHANDRASEKARAN]; several ethnic Tamil and Muslim parties, represented in either Parliament or provincial councils |
| **Sudan** | the government allows political "associations" under a 1998 law revised in 2000; to obtain government approval parties must accept the constitution and refrain from advocating or using violence against the regime; approved parties include the National Congress Party or NCP [Ibrahim Ahmed UMAR], Popular National Congress or PNC [Hassan al-TURABI], and over 20 minor, pro-government parties |
| **Suriname** | A-Combinatie (coalition of Brotherhood and Unity in Politics or BEP [Caprino ALENDY], General Interior Development Party or ABOP [Ronnie BRUNSWIJK], Progressive Laborers and Farmers Union or PALU [Jim HOK], Seeka [Paul ABENA]); Alternative-1 or A-1 (a coalition of Democratic Alternative 1991 or DA-91 [Winston JESSURUN], Democrats of the 21st Century or D-21 [Soewarto MOESTADJA], Nieuw Suriname or NS [Radjen Nanan PANDAY], Political Wing of the FAL or PVF [Jiwan SITAL], Trefpunt 2000 or T-2000 [Arti JESSURUN]); National Democratic Party or NDP [Desire BOUTERSE]; New Front for Democracy and Development or NF (a coalition includes National Party Suriname or NPS (Ronald VENETIAAN], United Reform Party or VHP [Ram SARDJOE], Pertjaja Luhur or PL [Salam Paul SOMOHARDJO], Surinamese Labor Party or SPA [Siegfried GILDS]); Party for Democracy and Development in Unity or DOE [Marten Schalkwijk]; People's Alliance for Progress or VVV (a coalition of Democratic National Platform 2000 or DNP-2000 [Jules WIJDENBOSCH], Grassroots Party for Renewal and Democracy or BVD [Tjan GOBARDHAN], Party for National Unity and Solidarity of the Highest Order or KTPI [Willy SOEMITA], Party for Progression, Justice, and Perserverance or PPRS [Renee KAIMAN], Pendawalima or PL [Raymond SAPOEN]); Union of Progressive Surinamers or UPS [Sheoradj PANDAY] |
| **Swaziland** | political parties are banned by the government - the following are considered political associations; Imbokodvo National Movement or INM [leader NA]; Ngwane National Liberatory Congress or NNLC [Obed DLAMINI, president]; People's United Democratic Movement or PUDEMO [Mario MASUKU, president] |
| **Sweden** | Center Party [Maud OLOFSSON]; Christian Democratic Party [Goran HAGGLUND]; Green Party [no formal leader but party spokespersons are Maria WETTERSTRAND and Peter ERIKSSON]; Left Party or V (formerly Communist) [Lars OHLY]; Liberal People's Party [Lars LEIJONBORG]; Moderate Party (conservative) [Fredrik REINFELDT]; Social Democratic Party [Goran PERSSON] |
| **Switzerland** | Green Party (Grune Partei der Schweiz or Grune, Parti Ecologiste Suisse or Les Verts, Partito Ecologista Svizzero or I Verdi, Partida Ecologica Svizra or La Verda) [Ruth GENNER]; Christian Democratic People's Party (Christichdemokratische Volkspartei der Schweiz or CVP, Parti Democrate-Chretien Suisse or PDC, Partito Democratico-Cristiano Popolare Svizzero or PDC, Partida Cristiandemocratica dalla Svizra or PCD) [Doris LEUTHARD, president]; Radical Free Democratic Party (Freisinnig-Demokratische Partei der Schweiz or FDP, Parti Radical-Democratique Suisse or PRD, Partitio Liberal-Radicale Svizzero or PLR) [Marianne KLEINER-SCHLAEPFER, president]; Social Democratic Party (Sozialdemokratische Partei der Schweiz or SPS, Parti Socialist Suisse or PSS, Partito Socialista Svizzero or PSS, Partida Socialdemocratica de la Svizra or PSS) [Hans-Juerg FEHR, president]; Swiss People's Party (Schweizerische Volkspartei or SVP, Union Democratique du Centre or UDC, Unione Democratica de Centro or UDC, Uniun Democratica dal Center or UDC) [Ueli MAURER, president]; and other minor parties |
| **Syria** | Arab Socialist Unionist Movement [Ahmed al-AHMED]; National Progressive Front or NPF (includes Arab Socialist Renaissance (Ba'th) Party; the governing party) [President Bashar al-ASAD, secretary general]; Socialist Unionist Democratic Party [Fadlallal Nasr Al-DIN]; Syrian Arab Socialist Party or ASP [Safwan QUDSI]; Syrian Communist Party (two branches) [Wissal Farha BAKDASH, Yuusuf Rashid FAYSAL]; Syrian Social National Party [Jubran URAYJI]; Unionist Socialist Party [Fayez ISMAIL] |
| **Taiwan** | Democratic Progressive Party or DPP [SU Tseng-chang, chairman]; Kuomintang or KMT (Nationalist Party) [MA Ying-jeou, chairman]; People First Party or PFP [James SOONG (SOONG Chu-yu), chairman]; Taiwan Solidarity Union or TSU [SU Chin-chiang, chairman]; other minor parties including the Chinese New Party or CNP |
| **Tajikistan** | Democratic Party or DPT [Mahmadruzi ISKANDAROV]; Islamic Revival Party [Said Abdullo NURI]; People's Democratic Party of Tajikistan or PDPT [Emomali RAHMONOV]; Social Democratic Party or SDPT [Rahmatullo ZOIROV]; Socialist Party or SPT [Mirhuseyn NAZRIYEV]; Tajik Communist Party or CPT [Shodi SHABDOLOV] |
| **Tanzania** | Chama Cha Demokrasia na Maendeleo (Party of Democracy and Development) or CHADEMA [Bob MAKANI]; Chama Cha Mapinduzi or CCM (Revolutionary Party) [Benjamin William MKAPA]; Civic United Front or CUF [Ibrahim LIPUMBA]; Democratic Party (unregistered) [Christopher MTIKLA]; Tanzania Labor Party or TLP [Augustine Lyatonga MREME]; United Democratic Party or UDP [John CHEYO] |
| **Thailand** | Democrat Party or DP (Prachathipat Party) [ABHISIT Wetchachiwa]; People's Party or PP (Mahachon Party) [ANEK Laothamatas]; Thai Nation Party or TNP (Chat Thai Party) [BARNHARN SILPA-ARCHA]; Thai Rak Thai Party or TRT [THAKSIN Chinnawat] |
| **Togo** | Juvento [Monsilia DJATO]; Movement of the Believers of Peace and Equality or MOCEP [leader NA]; Rally for the Support for Development and Democracy or RSDD [Harry OLYMPIO]; Rally of the Togolese People or RPT [Faure GNASSINGBE]; Union for Democracy and Social Progress or UDPS [Gagou KOKOU] |
| | *note:* Rally of the Togolese People or RPT, led by President GNASSINGBE, was the only party until the formation of multiple parties was legalized 12 April 1991 |
| **Tokelau** | none |
| **Tonga** | there are no political parties |
| **Trinidad and Tobago** | National Alliance for Reconstruction or NAR [Lennox SANKERSINGH]; People's National Movement or PNM [Patrick MANNING]; Team Unity or TU [Ramesh MAHARAJ]; United National Congress or UNC [Basdeo PANDAY]; Democratic Action Committee or DAC [Hochoy CHARLES], note - only active in Tobago |
