CIA - The World Factbook -- Field Listing - Political parties and leaders

| Country | Political parties and leaders |
| **Montenegro** | Albanian Alternative or AA [Vesel SINISHTAJ]; Bosniak Party or BS [Rafet HUSOVIC]; Coalition for European Montenegro or DPS-SDP (bloc) [Milo DUKANOVIC] (includes DPS and SDP); Coalition SNP-NS-DSS (bloc) (includes SNP, NS, and DSS); Democratic League-Party of Democratic Prosperity or SPP [Mehmet BARHDI]; Democratic Party of Socialists or DPS [Milo DJUKANOVIC]; Democratic Serbian Party of Montenegro or DSS [Ranko KADIC]; Democratic Union of Albanians or DUA [Ferhat DINOSA]; Liberal Party of Montenegro or LP [Miodrag ZIVKOVIC]; Liberals and the Bosniak Party (bloc) [Miodrag ZIVKOVIC] (includes LP and BS); Movement for Changes or PZP [Nebojsa MEDOJEVIC]; Party of Serb Radicals or SSR [Dusko SEKULIC]; People's Party of Montenegro or NS [Predrag POPOVIC]; People's Socialist Party or NSS [Emilo LABUDOVIC]; Serbian List (bloc) [Andrija MANDIC] (includes SSR, NSS, and SNS); Serbian People's Party of Montenegro or SNS [Andrija MANDIC]; Social Democratic Party or SDP [Ranko KRIVOKAPIC]; Socialist People's Party or SNP [Srdjan MILIC] |
| **Montserrat** | Montserrat Democratic Party or MDP [Lowell LEWIS]; Movement for Change and Prosperity or MCAP [Roselyn CASSELL-SEALY]; New People's Liberation Movement or NPLM [John A. OSBORNE] |
| **Morocco** | Action Party or PA [Muhammad EL IDRISSI]; Alliance of Liberties or ADL [Ali BELHAJ]; Annahj Addimocrati or Annahj [Abdellah EL HARIF]; Avant Garde Social Democratic Party or PADS [Ahmed BENJELLOUN]; Citizen Forces or FC [Abderrahman LAHJOUJI]; Citizen's Initiatives for Development [Mohamed BENHAMOU]; Constitutional Union or UC [Mohamed ABIED]; Democratic and Independence Party or PDI [Abdelwahed MAACH]; Democratic and Social Movement or MDS [Mahmoud ARCHANE]; Democratic Forces Front or FFD; Democratic Socialist Party or PSD [Aissa OUARDIGHI]; Democratic Society Party or PSD [Zhor CHEKKAFI]; Democratic Union or UD [Bouazza IKKEN]; Environment and Development Party or PED [Ahmed EL ALAMI]; Front of Democratic Forces or FFD [Thami EL KHYARI]; Independence Party (Istiqlal) or PI [Abbas el FASSI]; Justice and Development Party or PJD [Saad Eddine El OTHMANI]; Labor Party [Abdelkrim BENATIK]; Moroccan Liberal Party or PML [Mohamed ZIANE]; National Democratic Party or PND [Abdallah KADIRI]; National Ittihadi Congress Party or CNI [Abdelmajid BOUZOUBAA]; National Popular Movement or MNP [Mahjoubi AHERDANE]; National Rally of Independents or RNI [Ahmed OSMAN]; National Union of Popular Forces or UNFP [Abdellah IBRAHIM]; Parti Al Ahd or Al Ahd [Najib EL OUAZZANI]; Party of Progress and Socialism or PPS [Ismail ALAOUI]; Party of Renewal and Equity or PRE [Chakir ACHABAR]; Party of the Unified Socialist Left or GSU [Mohamed Ben Said AIT IDDER]; Popular Movement or MP [Mohand LAENSER]; Popular Movement Union or UMP [Mohamed LAENSER]; Reform and Development Party or PRD [Abderrahmane EL KOUHEN]; Social Center Party or PSC [Lahcen MADIH]; Socialist Union of Popular Forces or USFP [Mohammed El-YAZGHI] |
| **Mozambique** | Front for the Liberation of Mozambique (Frente de Liberatacao de Mocambique) or FRELIMO [Armando Emilio GUEBUZA]; Mozambique National Resistance-Electoral Union (Resistencia Nacional Mocambicana-Uniao Eleitoral) or RENAMO-UE [Afonso DHLAKAMA] |
| **Namibia** | Congress of Democrats or COD [Ben ULENGA]; Democratic Turnhalle Alliance of Namibia or DTA [Katuutire KAURA]; Monitor Action Group or MAG [Jurie VILJOEN]; National Democratic Movement for Change or NamDMC; National Unity Democratic Organization or NUDO [Kuaima RIRUAKO]; Republican Party or RP [Henk MUDGE]; South West Africa National Union or SWANU [Rihupisa KANDANDO]; South West Africa People's Organization or SWAPO [Sam Shafishuna NUJOMA]; United Democratic Front or UDF [Justus GAROEB] |
| **Nauru** | Democratic Party [Kennan ADEANG]; Nauru Party (informal); Nauru First (Naoero Amo) Party; note - loose multiparty system |
| **Nepal** | Communist Party of Nepal/United Marxist-Leninist or CPN/UML [Madhav Kumar NEPAL]; National Democratic Party or NDP [Pashupati Shumsher RANA] (also called Rastriya Prajantra Party or RPP); Nepal Sadbhavana (Goodwill) Party or NSP - Mandal [Bhadri Prasad MANDAL]; Nepal Sadbhavana Party - Ananda Devi [Ananda DEVI]; Nepal Workers and Peasants Party or NWPP [Narayan Man BIJUKCHHE]; Nepali Congress or NC [Girija Prasad KOIRALA, president] (reunited with splinter Nepali Congress-Democratic in September 2007); People's Front Nepal (Amik Sherchan Group); People's Front Nepal (Chitra Bahadur Ale Group); People's Front Nepal (Chitra Bahadur K.C. Group); Rastriya Janashakti Party or RJP [Surya Bahadur THAPA] (split from RPP in March 2005); Samyukta Janmorcha Nepal (merged with People's Front Nepal or PFN in 2002); United Leftist Front or UFL [C.P. MAINALI] |
| **Netherlands** | Christian Democratic Appeal or CDA [Jan Peter BALKENENDE]; Christian Union Party [Andre ROUVOET]; Democrats 66 or D66 [Alexander PECHTOLD]; Green Left Party [Femke HALSEMA]; Labor Party or PvdA [Wouter BOS]; List Pim Fortuyn [Olaf STUGER]; Party for Freedom or PVV [Geert WILDERS]; Party for the Animals or PvdD [Marianne THIEME]; People's Party for Freedom and Democracy (Liberal) or VVD [Mark RUTTE]; Reformed Political Party of SGP [Bas VAN DER VLIES]; Socialist Party [Jan MARIJNISSEN]; plus a few minor parties |
| **Netherlands Antilles** | *Bonaire:* Democratic Party of Bonaire or PDB [Jopi ABRAHAM]; Patriotic Union of Bonaire or UPB [Ramonsito BOOI] |
| | *Curacao:* Ban Vota [Norbert GEORGE]; C-93 [Stanley BROWN]; Democratic Party of Curacao or DP [Errol HERNANDEZ]; E Mayoria [Aurelio PEDRO]; Forsa Korsou [Nelson NAVARRO]; Liste Ni'un Paso Atras [Nelson PIERRE]; Movemiento Patriotiko Korsou [Reginald LAK]; New Antilles Movement or MAN [Charles COOPER]; Partido Akshon Pa Prosperidat I Seguridat [Sonja BERKEMEYER]; Partido Laboral Krusada Popular or PLKP [Errol COVA]; Party for the Restructured Antilles or PAR [Emily de JONGH-ELHAGE]; People's National Party or PNP [Ersilia DE LANNOOY]; Pidjin [Jasmin PINEDO]; Pueblo Soberano [Herman WIELS]; Workers' Liberation Front or FOL [Anthony GODETT] |
| | *Saba:* Saba Labor Party [Akilah LEVENSTONE]; Windward Islands People's Movement or WIPM [Ray HASSELL] |
| | *Sint Eustatius:* Democratic Party of Sint Eustatius or DP-St. E [Julian WOODLEY]; Progressive Labor Party [Clyde VAN PUTTEN]; St. Eustatius Alliance [Ingrid HOUTMAN-WHITFIELD] |
| | *Sint Maarten:* Democratic Party of Sint Maarten or DP-St. M [Sarah WESCOTT-WILLIAMS]; Freedom Slate of National Democratic Party [Theophilus PRIEST]; National Alliance or NA [William MARLIN]; People's Progressive Alliance or PPA [Gracita ARRINDELL]; St. Maarten People's Party [Johan LEONARD]; United People's Labor Party [Bienvenido RICHARDSON] |
| | *note:* political parties are indigenous to each island |
| **New Caledonia** | Alliance pour la Caledonie or APLC [Didier LE ROUX]; Caledonian Union or UC; Federation des Comites de Coordination des Independantistes or FCCI [Francois BURCK]; Front National or FN [Guy GEORGE]; Front Uni de Liberation Kanak or FULK [Ernest UNE]; Kanak Socialist Front for National Liberation or FLNKS (includes PALIKA, UNI, UC, and UPM); Parti de Liberation Kanak or PALIKA [Paul NEAOUTYINE and Elie POIGOUNE]; Rally for Caledonia in the Republic (anti independence) or RPCR-UMP [Jacques LAFLEUR]; The Future Together or AE [Harold MARTIN]; Union Nationale pour l'Independance or UNI [Paul NEAOUTYINE]; note - may no longer exist, but Paul NEAOUTYINE has since become a president of Parti de Liberation Kanak or PALIKA; Union Progressiste Melanesienne or UPM [Victor TUTUGORO] |
| **New Zealand** | ACT New Zealand [Rodney HIDE]; Green Party [Jeanette FITZSIMONS]; Maori Party [Whatarangi WINIATA]; National Party or NP [John KEY]; New Zealand First Party or NZFP [Winston PETERS]; New Zealand Labor Party or NZLP [Helen CLARK]; Progressive Party [James (Jim) ANDERTON]; United Future or UF [Peter DUNNE] |
| **Nicaragua** | Alliance for the Republic or APRE [Miguel LOPEZ Baldizon]; Central American Unionist Party or PUCA [Blanca ROJAS]; Christian Alternative Party or AC [Orlando TARDENCILLA Espinoza]; Conservative Party or PC [Azalia AVILES Salmeron]; Independent Liberal Party or PLI [Anibal MARTINEZ Nunez, Pedro REYES Vallejos]; Independent Liberal Party for National Unity or PLIUN [Carlos GUERRA Gallardo]; Liberal Constitutional Party or PLC [Jorge CASTILLO Quant]; Liberal Salvation Movement or MSL [Eliseo NUNEZ Hernandez]; New Liberal Party or PALI [Adolfo GARCIA Esquivel]; Nicaraguan Liberal Alliance or ALN [Eduardo MONTEALEGRE]; Nicaraguan Party of the Christian Path or PCCN [Guillermo OSORNO Molina]; Nicaraguan Resistance Party or PRN [Salvador TALAVERA]; Sandinista National Liberation Front or FSLN [Daniel ORTEGA Saavedra]; Sandinista Renovation Movement or MRS [Dora Maria TELLEZ]; Unity Alliance or AU |
| **Niger** | Democratic and Social Convention-Rahama or CDS-Rahama [Mahamane OUSMANE]; National Movement for a Developing Society-Nassara or MNSD-Nassara [Hama AMADOU]; Niger Social Democratic Party or PSDN; Nigerien Alliance for Democracy and Social Progress-Zaman Lahiya or ANDP-Zaman Lahiya [Moumouni DJERMAKOYE]; Nigerien Party for Autonomy or PNA-Alouma'a [Sanousi JACKOU]; Nigerien Party for Democracy and Socialism or PNDS-Tarrayya [Issifou MAHAMADOU]; Nigerien Progressive Party or PPN-RDA [Abdoulaye DIORI]; Rally for Democracy and Progress or RDP-jama'a [Hamid ALGABID]; Social and Democratic Rally or RSD-Gaskiyya [Cheiffou AMADOU] |
| **Nigeria** | Action Congress or AC [Bisi AKANDE]; Advanced Congress of Democrats or ACD [Alex ANIELO]; Alliance for Democracy or AD [Mojisoluwa AKINFENWA]; All Nigeria Peoples' Party or ANPP [Alh Modu SHERIF]; All Progressives Grand Alliance or APGA [Victor C. UMEH]; Democratic People's Party or DPP [Umara AHMED]; Fresh Democratic Party [Chris OKOTIE]; Movement for the Restoration and Defense of Democracy or MRDD [Mohammed Gambo JIMETA]; National Democratic Party or NDP [Aliyu Habu FARI]; Peoples Democratic Party or PDP [Olusegun OBASANJO]; Peoples Redemption Party or PRP [Abdulkadir Balarabe MUSA]; Peoples Salvation Party or PSP [Lawal MAITURARE]; United Nigeria Peoples Party or UNPP [disputed leadership] |
| **Niue** | Alliance of Independents or AI; Niue People's Action Party or NPP [Young VIVIAN] |
| **Norfolk Island** | none |
| **Northern Mariana Islands** | Covenant Party [Benigno R. FITIAL]; Democratic Party [Dr. Carlos S. CAMACHO]; Republican Party [Juan S. REYES] |
| **Norway** | Center Party [Aslaug Marie HAGA]; Christian People's Party [Dagfinn HOYBRATEN]; Coastal Party [Roy WAAGE]; Conservative Party [Erna SOLBERG]; Labor Party [Jens STOLTENBERG]; Liberal Party [Lars SPONHEIM]; Progress Party [Siv JENSEN]; Red Electoral Alliance [Torstein DAHLE]; Socialist Left Party [Kristin HALVORSEN] |
| **Oman** | none |
| **Pakistan** | Awami National Party or ANP [Asfandyar Wali KHAN]; Balochistan National Party/Hayee Group or BNP/H [Dr. Hayee BALUCH]; Baluch National Party/Awami or BNP/A [Moheem Khan BALOCH]; Baluch National Party-Mengal or BNP/M [Sardar Ataullah MENGAL]; Jamhoori Watan Party or JWP; Jamiat-al-Hadith or JAH [Sajid MIR]; Jamiat-i-Islami or JI [Qazi Hussain AHMED]; Jamiat Ulema-i-Islam, Fazlur Rehman faction or JUI/F [Fazlur REHMAN]; Jamiat Ulema-i-Islam, Sami ul-HAQ faction or JUI/S [Sami ul-HAQ]; Jamiat Ulema-i-Pakistan or JUP [Shah Faridul HAQ]; Muttahida Majlis-e-Amal or MMA [Qazi Hussain AHMED]; Muttahida Qaumi Movement, or MQM [Altaf HUSSAIN]; National Alliance or NA [Ghulam Mustapha JATOI] (merged with PML); Pakhtun Khwa Milli Awami Party or PkMAP [Mahmood Khan ACHAKZAI]; Pakistan Awami Tehrik or PAT [Tahir ul QADRI]; Pakistan Muslim League, Functional Group or PML/F [Pir PAGARO]; Pakistan Muslim League, Nawaz Sharif faction or PML/N [Nawaz SHARIF]; Pakistan Muslim League or PML [Chaudhry Shujaat HUSSAIN]; note - as of May 2004, the PML/Q changed its name to PML and absorbed the PML/J, PML/Z, and NA; Pakistan People's Party or PPP/S [Aftab Ahmed Khan SHERPAO]; Pakistan People's Party Parliamentarians or PPPP [Benazir BHUTTO]; Pakistan Tehrik-e-Insaaf or PTI [Imran KHAN]; Tehrik-i-Islami [Allama Sajid NAQVI] |
| | *note:* political alliances in Pakistan can shift frequently |
| **Palau** | none |
| **Panama** | Democratic Change or CD [Ricardo MARTINELLI]; Democratic Revolutionary Party or PRD [Hugo GUIRAUD]; Liberal Party or PLN [Joaquin F. Franco VASQUEZ]; Nationalist Republican Liberal Movement or MOLIRENA [Gisela CHUNG]; Panamenista Party or PA [Juan Carlos VARELA] (formerly the Arnulfista Party); Patriotic Union Party or PUP [Jose Raul MULINO and Anibal GALINDO]; Popular Party or PP [Rene ORILLAC] (formerly Christian Democratic Party or PDC); Solidarity Party or PS |
| **Papua New Guinea** | National Alliance Party or NA [Michael SOMARE]; Papua and Niugini Union Party or PANGU PATI [Andrew KUMBAKOR]; Papua New Guinea Party or PNGP [Sir Mekere MORAUTA]; People's Democratic Movement or PDM [Michael OGIO]; People's Action Party or PAP [Gabriel KAPRIS]; United Resources Party or URP [William DUMA] (2007) |
| **Paraguay** | Asociacion Nacional Republicana - Colorado Party or ANR [Jose A. ALDERETE]; Movimiento Union Nacional de Ciudadanos Eticos or UNACE [Enrique GONZALEZ Quintana]; Patria Querida (Beloved Fatherland Party) or PQ [Pedro Nicolas Maraa FADUL Niella]; Partido Encuentro Nacional or PEN [Luis TORALES Kennedy]; Partido Liberal Radical Autentico or PLRA [Blas LLANO]; Partido Pais Solidario or PPS [Carlos Alberto FILIZZOLA Pallares] |
| | *note:* Nicanor DUARTE FRUTOS on leave as party leader of the Colorado Party or ANR while serving as President of Paraguay; Lino Cesar OVIEDO Silva, leader of UNACE, is currently serving a ten-year prison term |
| **Peru** | Alliance For Progress (Alianza Para El Progreso) [Cesar ACUNA Peralta]; Alliance For The Future (Alianza Por El Futuro) or AF [Martha CHAVEZ Cossio] (a coalition of pro-FUJIMORI parties including Cambio 90, Nueva Mayoria, and Si Cumple); Centrist Front (Frente Del Centro) or FC [Drago KISIC] (a coalition of Accion Popular, Somos Peru, and Coordinadora Nacional de Independientes); Independent Moralizing Front (Frente Independiente Moralizador) or FIM [Fernando OLIVERA Vega]; Nationalist Party Uniting Peru (Partido Nacionalista Uniendo al Peru) or UPP [Ollanta HUMALA Tasso] (a coalition of Union for Peru (UPP) and Peruvian Nationalist Party (PNP)); National Restoration (Restauracion Nacional) or RN [Humberto LAY Sun]; National Unity (Unidad Nacional) or UN [Lourdes FLORES Nano]; Peru Possible (Peru Posible) or PP [David WAISMAN]; Peruvian Aprista Party (Partido Aprista Peruano) or PAP [Alan GARCIA] (also referred to by its original name Alianza Popular Revolucionaria Americana or APRA) |
| **Philippines** | Genuine Opposition or GO (coalition of oppositon parties formed to contest the 2007 elections); Kabalikat Ng Malayang Pilipino or Kampi [Ronaldo PUNO]; Laban Ng Demokratikong Pilipino (Struggle of Filipino Democrats) or LDP [Edgardo ANGARA]; Lakas Ng Edsa (National Union of Christian Democrats) or Lakas [Jose DE VENECIA]; Liberal Party or LP [Manuel ROXAS/Eli QUINTO]; Nacionalista [Manuel VILLAR]; National People's Coalition or NPC [Frisco SAN JUAN]; PDP-Laban [Aquilino PIMENTEL]; People's Reform Party [Miriam Defensor SANTIAGO]; PROMDI [Emilio OSMENA]; Pwersa Ng Masang Pilipino (Party of the Philippine Masses) or PMP [Joseph ESTRADA]; Reporma [Renato DE VILLA] |
| **Pitcairn Islands** | none |
| **Poland** | Catholic-National Movement or RKN [Antoni MACIEREWICZ]; Civic Platform or PO [Donald TUSK]; Conservative Peasants Party or SKL [Artur BALASZ]; Democratic Left Alliance or SLD [Wojciech OLEJNICZAK]; Democratic Party or PD [Janusz ONYSZKIEWICZ]; Dom Ojczysty (Fatherland Home); German Minority of Lower Silesia or MNSO [Henryk KROLL]; Law and Justice or PiS [Jaroslaw KACZYNSKI]; League of Polish Families or LPR [Roman GIERTYCH]; Peasant-Democratic Party or PLD [Roman JAGIELINSKI]; Polish Accord or PP [Jan LOPUSZANSKI]; Polish Peasant Party or PSL [Waldemar PAWLAK]; Ruch Patriotyczny or RP [Jan OLSZEWSKI]; Samoobrona or SO [Andrzej LEPPER]; Social Democratic Party of Poland or SDPL [Marek BOROWSKI]; Social Movement or RS [Krzysztof PIESIEWICZ]; Union of Labor or UP [Andrzej SPYCHALSKI] |
| **Portugal** | Green Ecologist Party or PEV [Heloisa Augusta Baiao de Brito APOLONIA]; Popular Party or PP [Paulo PORTAS]; Portuguese Communist Party or PCP [Jeronimo DE SOUSA]; Portuguese Socialist Party or PS [Jose SOCRATES Carvalho Pinto de Sousa]; Social Democratic Party or PSD [Luis Manuel Goncalves Marques MENDES]; The Left Bloc or BE [Franciso Anacleto LOUCA]; Unitarian Democratic Coalition or CDU [Jeronimo DE SOUSA] (includes PEV and PCP) |
| **Puerto Rico** | National Democratic Party [Roberto PRATS]; National Republican Party of Puerto Rico [Dr. Tiody FERRE]; New Progressive Party or PNP [Pedro ROSSELLO] (pro-US statehood); Popular Democratic Party or PPD [Anibal ACEVEDO-VILA] (pro-commonwealth); Puerto Rican Independence Party or PIP [Ruben BERRIOS Martinez] (pro-independence) |
| **Qatar** | none |
| **Romania** | Conservative Party or PC [Dan VOICULESCU] (formerly Humanist Party or PUR); Democratic Party or PD [Emil BOC]; Democratic Union of Hungarians in Romania or UDMR [Bela MARKO]; National Liberal Party or PNL [Calin Popescu-TARICEANU]; Romania Mare Party (Greater Romania Party) or PRM [Corneliu Vadim TUDOR]; Social Democratic Party or PSD [Mircea Dan GEOANA] (formerly Party of Social Democracy in Romania or PDSR) |
| **Russia** | *A Just Russia or JR [Sergey MIRONOV] (formed from the merger of three small political parties:* Rodina (Motherland), Pensioners Party, and Party of Life); Communist Party of the Russian Federation or CPRF [Gennadiy Andreyevich ZYUGANOV]; Liberal Democratic Party of Russia or LDPR [Vladimir Volfovich ZHIRINOVSKIY]; People's Party [Gennadiy GUDKOV]; Union of Right Forces or SPS [Nikita BELYKH]; United Russia or UR [Boris Vyacheslavovich GRYZLOV]; Yabloko Party [Grigoriy Alekseyevich YAVLINSKIY] |
| **Rwanda** | Centrist Democratic Party or PDC [Alfred MUKEZAMFURA]; Democratic Popular Union of Rwanda or UDPR [Adrien RANGIRA]; Democratic Republican Movement or MDR [Celestin KABANDA] (officially banned); Islamic Democratic Party or PDI [Andre BUMAYA]; Liberal Party or PL [Prosper HIGIRO]; Party for Democratic Renewal (officially banned); Rwandan Patriotic Front or RPF [Paul KAGAME]; Social Democratic Party or PSD [Vincent BIRUTA] |
| **Saint Barthelemy** | Action-Equilibre-Transparence [Maxime DESOUCHES]; Ensemble pour Saint-Barthelemy [Benoit CHAUVIN]; Saint-Barth d'Abord! or SBA [Bruno MAGRAS]; Tous Unis pour Saint-Barthelemy [Karine MIOT-RICHARD] |
| **Saint Helena** | none |
| **Saint Kitts and Nevis** | Concerned Citizens Movement or CCM [Vance AMORY]; Nevis Reformation Party or NRP [Joseph PARRY]; People's Action Movement or PAM [Lindsay GRANT]; Saint Kitts and Nevis Labor Party or SKNLP [Dr. Denzil DOUGLAS] |
| **Saint Lucia** | National Alliance or NA [George ODLUM]; Saint Lucia Freedom Party or SFP [Martinus FRANCOIS]; Saint Lucia Labor Party or SLP [Kenneth ANTHONY]; Sou Tout Apwe Fete Fini or STAFF [Christopher HUNTE]; United Workers Party or UWP [Sir John COMPTON] |
| **Saint Martin** | Union Pour le Progres or UPP [Louis Constant FLEMING]; Rassemblement Responsabilite Reussite or RRR [Alain RICHARDSON]; Reussir Saint-Martin [Jean-Luc HAMLET] |
| **Saint Pierre and Miquelon** | Archipelago Tomorrow or AD affiliated with UDF/RPR list; Cap sur l'Avenir affiliated with PRG; Left Radical Party or PRG; Rassemblement pour la Republique or RPR (now UMP); Saint Pierre and Miquelon 2000/Avenir Miquelon or SPM 2000/AM; Socialist Party or PS; Union pour la Democratie Francaise or UDF |
| **Saint Vincent and the Grenadines** | New Democratic Party or NDP [Arnhim EUSTACE]; Unity Labor Party or ULP [Ralph GONSALVES] (formed by the coalition of Saint Vincent Labor Party or SVLP and the Movement for National Unity or MNU) |
| **Samoa** | Human Rights Protection Party or HRPP [Sailele Malielegaoi TUILA'EPA]; Samoa Christian Party or TCP [Tuala Tiresa MALIETOA]; Samoa Democratic United Party or SDUP [LE MAMEA Ropati]; Samoa Party or SP [Su'a Rimoni Ah CHONG]; Samoa Progressive Political Party or SPPP [Toeolesulusulu SIUEVA] |
| **San Marino** | Communist Refoundation or RC [Ivan FOSHI]; Ideas in Movement or IM [Alessandro ROSSI]; National Alliance or AN [Glauco SANSOVINI]; New Socialist Party [Augusto CASALI]; Party of Socialists and Democrats [Claudio FELICI]; San Marino Christian Democratic Party or PDCS [Pier Marino MENICUCCI]; San Marino Popular Alliance of Democrats or APDS [Roberto GIORGETTI]; San Marino Socialist Party or PSS [Alberto CECCHETTI]; Socialists for Reform or SR [Renzo GIARDI]; United Left |
| **Sao Tome and Principe** | Democratic Renovation Party [Armindo GRACA]; Force for Change Democratic Movement or MDFM; Independent Democratic Action or ADI [Carlos NEVES]; Movement for the Liberation of Sao Tome and Principe-Social Democratic Party or MLSTP-PSD [Manuel Pinto Da COSTA]; New Way Movement or NR; Party for Democratic Convergence or PCD [Aldo BANDEIRA]; Ue-Kedadji coalition; other small parties |
| **Saudi Arabia** | none |
| **Senegal** | African Party of Independence [Majhemout DIOP]; And-Jef/African Party for Democracy and Socialism or AJ/PADS) [Landing SAVANE]; Alliance of Forces of Progress or AFP [Moustapha NIASSE]; Democratic and Patriotic Convention or CDP (also known as Garab-Gi) [Dr. Iba Der THIAM]; Democratic League-Labor Party Movement or LD-MPT [Dr. Abdoulaye BATHILY]; Front for Socialism and Democracy or FSD [Cheikh Abdoulaye Bamba DIEYE]; Gainde Centrist Bloc or BGC [Jean-Paul DIAS]; Independence and Labor Party or PIT [Amath DANSOKHO]; Jef-Jel [Talla SYLLA]; National Democratic Rally or RND [Madior DIOUF]; People's Labor Party or PTP [Elhadji DIOUF]; Reform Party or PR [Abdourahim AGNE]; Rewmi [Idrissa SECK]; Senegalese Democratic Party or PDS [Abdoulaye WADE]; Socialist Party or PS [Ousmane Tanor DIENG]; SOPI Coalition [Abdoulaye WADE] (a coalition led by the PDS); Union for Democratic Renewal or URD [Djibo Leyti KA] |
| **Serbia** | Coalition of Albanians of the Presevo Valley or KAPD [Riza HALIMI]; Coalition for Sandzak or KZS [Sulejman UGLJANIN]; Democratic Party of Serbia or DSS [Vojislav KOSTUNICA]; Democratic Party or DS [Boris TADIC]; G17 Plus [Mladjan DINKIC]; League of Vojvodina Hungarians or SVM [Jozsef KASZA]; Liberal Democratic Party or LDP [Cedomir JOVANOVIC]; New Serbia or NS [Velimir ILIC]; Roma Party or RP [Srdjan SAJN]; Serbian Radical Party or SRS [Vojislav SESELJ (currently on trial at The Hague), but Tomislav NIKOLIC is acting leader]; Socialist Party of Serbia or SPS [Ivica DACIC]; Union of Roma of Serbia or URS [Rajko DJURIC]; Kosovo Albanian Christian Democatic Party or PShDK [Mark KRASNIQI]; Alliance for the Future of Kosovo or AAK [Rmuch HARADINAJ]; Citizens' Initiative of Gora or GIG [Rustem IBISI]; Coalition Vakat; Democratic Ashkali Party of Kosovo or PDAK [Sabit RRAHMANI]; Democratic League of Kosovo or LDK [Fatmir SEJDIU]; Democratic Party of Kosovo or PDK [Hashim THACI]; Justice Party or PD [Sylejman CERKEZI]; Kosovo Democratic Turkish Party of KDTP [Mahir YAGCILAR]; Liberal Party of Kosovo or PLK [Gjergi DEDAJ]; New Democratic Initiative of Kosovo or IRDK [Xhevdet NEZIRAJ]; Ora Citizens' List or Ora [Veton SURROI]; Party of Democratic Action or SDA [Numan BALIC]; Popular Movement of Kosovo or LPK [Emrush XHEMAJLI]; Serb List for Kosovo and Metohija or SLKM [Oliver IVANOVIC]; Serb Democratic Party or SDS KiM [Slavisa PETKOVIC]; United Roma Party of Kosovo or PREBK [Zylfi MERXHA] |
| **Seychelles** | Democratic Party or DP [James MANCHAM, Paul CHOW]; Seychelles National Party or SNP [Wavel RAMKALAWAN] (formerly the United Opposition or UO); Seychelles People's Progressive Front or SPPF [France Albert RENE, James MICHEL] (the governing party) |
| **Sierra Leone** | All People's Congress or APC [Ernest Bai KOROMA]; Peace and Liberation Party or PLP [Darlington MORRISON]; People's Movement for Democratic Change or PMDC [Charles MARGAI]; Sierra Leone People's Party or SLPP [Solomon BEREWA]; numerous others |
| **Singapore** | People's Action Party or PAP [LEE Hsien Loong]; Singapore Democratic Alliance or SDA [CHIAM See Tong]; Singapore Democratic Party or SDP [CHEE Soon Juan]; Workers' Party or WP [Sylvia LIM Swee Lian] |
| | *note:* SDA includes National Solidarity Party or NSP, Singapore Justice Party or SJP, Singapore National Malay Organization or PKMS, Singapore People's Party or SPP |
| **Slovakia** | *Parties in the Parliament:* Christian Democratic Movement or KDH [Pavol HRUSOVSKY]; Direction-Social Democracy or Smer-SD [Robert FICO]; Party of the Hungarian Coalition or SMK [Bela BUGAR]; People's Party - Movement for a Democratic Slovakia or LS-HZDS [Vladimir MECIAR]; Slovak Democratic and Christian Union or SDKU-DS [Mikulas DZURINDA]; Slovak National Party or SNS [Jan SLOTA]; Parties outside the Parliament: Agrarian Party of the Provinces or ASV [Jozef VASKEBA]; Civic Conservative Party or OKS [Peter TATAR]; Free Forum [Zuzana MARTINAKOVA]; Hope or NADEJ [Alexandra NOVOTNA]; Left-wing Bloc or LB [Jozef KALMAN]; Mission 21 - New Christian Democracy or MISIA 21 [Ivan SIMKO]; Movement for Democracy or HZD [Jozef GRAPA]; New Citizens Alliance or ANO [Pavol RUSKO]; Party of the Democratic Left or SDL [Ladislav KOZMON]; Prosperita Slovenska or PS [Frantisek A. ZVRSKOVEC]; Slovak Communist Party or KSS [Vladimir DADO]; Slovak National Coalition or SLNKO [Vitazoslav MORIC]; Slovak People's Party or SLS [Jozef SASIK]; Union of the Workers of Slovakia or ZRS [Jan LUPTAK] |
| **Slovenia** | Liberal Democratic Party or LDS [Jelko KACIN]; New Slovenia or NSi [Andrej BAJUK]; Slovenian Democratic Party or SDS [Janez JANSA]; Democratic Party of Pensioners of Slovenia or DeSUS [Karl ERJAVEC]; Slovene National Party or SNS [Zmago JELINCIC]; Slovene People's Party or SLS [Janez PODOBNIK]; Slovene Youth Party or SMS [Darko KRANJC]; Social Democrats or SD [Borut PAHOR] (formerly ZLSD) |
| **Solomon Islands** | Association of Independent Members or AIM [Thomas CHAN]; Christian Alliance Solomon Islands or CASI [Edward RONIA]; LAFARI Party [John GARO]; National Party [Francis HILLY]; People's Alliance Party or PAP [Sir Allan KEMAKEZA]; Social Credit Party or SOCRED [Manasseh Damukana SOGAVARE]; Solomon First Party [David QUAN]; Solomon Islands Democratic Party [Gabriel SURI]; Solomon Islands Labor Party or SILP [Joses TUHANUKU]; Solomon Islands Liberal Party [Bartholomew ULUFA'ALU]; Solomon Islands Party for Rural Advancement or SIPRA [Job D. TAUSINGA]; United Party [Sir Peter KENILOREA] |
| | *note:* in general, Solomon Islands politics is characterized by fluid coalitions |
| **Somalia** | none |
