CIA -- The World Factbook -- Political parties and leaders

| Country | Political parties and leaders |
| **Saint Lucia** | National Freedom Party or NFP [Martinus FRANCOIS]; Saint Lucia Labor Party or SLP [Kenneth ANTHONY]; United Workers Party or UWP [Dr. Morella JOSEPH] |
| **Saint Pierre and Miquelon** | Rassemblement pour la Republique or RPR [leader NA]; Socialist Party or PS [leader NA]; Union pour la Democratie Francaise or UDF [leader NA] |
| **Saint Vincent and the Grenadines** | National Reform Party or NRP [Joel MIGUEL]; New Democratic Party or NDP [Arnhim EUSTACE]; People's Progressive Movement or PPM [Ken BOYEA]; Progressive Labor Party or PLP [leader NA]; United People's Movement or UPM [Adrian SAUNDERS]; Unity Labor Party or ULP [Ralph GONSALVES] (formed by the coalition of Saint Vincent Labor Party or SVLP and the Movement for National Unity or MNU) |
| **Samoa** | Human Rights Protection Party or HRPP [TUILA'EPA Sailele Malielegaoi, chairman]; Samoa All People's Party or SAPP [Matatumua NAIMOAGA]; Samoan National Development Party or SNDP [TAPUA Tamasese Efi, chairman] (opposition); Samoa National Party [FETU Tiatia, party secretary]; Samoan Progressive Conservative Party [LEOTA Ituau Ale] |
| **San Marino** | Communist Refoundation or RC [Ivan FOSHI]; Ideas in Movement or IM [Alessandro ROSSI]; San Marino Christian Democratic Party or PDCS [Pier Marino MENICUCCI]; San Marino Popular Alliance of Democrats or APDS [Mario VENTURINI]; San Marino Progressive Democratic Party or PPDS [Claudio FELICI]; San Marino Socialist Party or PSS [Augusto CASALI]; Socialists for Reform or SR [Renzo GIARDI] |
| **Sao Tome and Principe** | Independent Democratic Action or ADI [Carlos NEVES]; Movement for the Liberation of Sao Tome and Principe-Social Democratic Party or MLSTP-PSD [Manuel Pinto Da COSTA]; Party for Democratic Convergence or PCD [Aldo BANDEIRA]; Democratic Renovation Party [Armindo GRACA]; other small parties |
| **Saudi Arabia** | none allowed |
| **Senegal** | African Party for Democracy and Socialism or And Jef (also known as PADS/AJ) [Landing SAVANE, secretary general]; African Party of Independence [Majhemout DIOP]; Alliance of Forces of Progress or AFP [Moustapha NIASSE]; Democratic and Patriotic Convention or CDP (also known as Garab-Gi) [Dr. Iba Der THIAM]; Democratic League-Labor Party Movement or LD-MPT [Dr. Abdoulaye BATHILY]; Front for Socialism and Democracy or FSD [Cheikh Abdoulaye DIEYE]; Gainde Centrist Bloc or BGC [Jean-Paul DIAS]; Independence and Labor Party or PIT [Amath DANSOKHO]; National Democratic Rally or RND [Madier DIOUF]; Senegalese Democratic Party or PDS [Abdoulaye WADE]; Senegalese Democratic Party-Renewal or PDS-R [Serigne Lamine DIOP, secretary general]; Senegalese Democratic Union-Renewal or UDS-R [Mamadou Puritain FALL]; Socialist Party or PS [President Abdou DIOUF]; SOPI Coalition (a 40-party coalition led by the PDS) [Abdoulaye WADE]; Union for Democratic Renewal or URD [Djibo Leyti KA]; other small parties |
| **Seychelles** | Democratic Party or DP [James MANCHAM]; Seychelles National Party or SNP (formerly the United Opposition or UO) [Wavel RAMKALAWAN]; Seychelles People's Progressive Front or SPPF [France Albert RENE] - the governing party |
| **Sierra Leone** | All People's Congress or APC [Edward Mohammed TURAY, chairman]; Democratic Centre Party or DCP [Adu Aiah KOROMA]; National Democratic Alliance or NDA [Amadu M. B. JALLOH]; National Republican Party or NRP [Sahr Stephen MAMBU]; National Unity Party or NUP [Dr. John KARIMU, chairman]; People's Democratic Party or PDP [Thaimu BANGURA, chairman]; People's Progressive Party or PPP [Abass Chernok BUNDU, chairman]; Revolutionary United Front Party or RUFP [Foday SANKOH, chairman]; Sierra Leone People's Party or SLPP [President Ahmad Tejan KABBAH, chairman]; United National People's Party or UNPP [John KARIFA-SMART in exile, Raymond KAMARA, acting leader] |
| **Singapore** | People's Action Party or PAP [GOH Chok Tong, secretary general] - the governing party; Singapore Democratic Party or SDP [CHEE Soon Juan]; Singapore People's Party or SPP [CHIAM See Tong]; Workers' Party or WP [J. B. JEYARETNAM] |
| **Slovakia** | Christian Democratic Movement or KDH [Pavol HRUSOVSKY]; Liberal Democratic Union or LDU [Jan BUDAJ]; Movement for a Democratic Slovakia or HZDS [Vladimir MECIAR]; Party of Civic Understanding or SOP [Pavol HAMZIK]; Party of the Democratic Left or SDL [Jozef MIGAS]; Party of the Hungarian Coalition or SMK [Bela BUGAR]; Slovak Democratic and Christian Union or SDKU [Mikulas DZURINDA]; note - this is DZURINDA's new party for 2002 elections; he remains chairman of a rump and splintering SDK; Slovak Democratic Coalition or SDK (loose parliamentary club grouping representing members of the smaller SSDS, SZS, and those committed to run under SDKU in 2002) [Mikulas DZURINDA]; Slovak National Party or SNS [Anna MALIKOVA] |
| **Slovenia** | Democratic Party of Retired (Persons) of Slovenia or DeSUS [Janko KUSAR]; Liberal Democratic or LDS [Janez DRNOVSEK, chairman]; New Slovenia or NSI [Andrej BAJUK, chairman]; Slovene National Party or SNS [Zmago JELINCIC, chairman]; Slovene People's Party or SLS (Slovenian People's Party or SLS and Slovenian Christian Democrats or SKD merged in April 2000) [Franc ZAGOZEN, chairman]; Slovene Youth Party or SMS [leader NA]; Social Democratic Party of Slovenia or SDS [Janez JANSA, chairman]; United List of Social Democrats (former Communists and allies) or ZLSD [Borut PAHOR, chairman] |
| **Solomon Islands** | there are two main coalitions - Coalition for National Unity, Reconciliation, and Peace or CNURP and Alliance for Change; the CNURP took power on 30 June 2000, it comprises members of the Liberal Party, People's Alliance Party, and the United Party, as well as a number of independents; the Alliance for Change, represents the former government and now is the opposition; in general, Solomon Islands politics is characterized by fluid coalitions; Group for National Unity and Reconciliation or GNUR [leader NA]; Liberal Party [Bartholomew ULUFA'ALU]; National Action Party of Solomon Islands or NAPSI [Francis SAEMALA]; People's Alliance Party or PAP [George LEPPING]; People's Progressive Party [Mannaseh Damukana SOGAVARE]; Solomon Islands Labor Party or SILP [Joses TUHANUKU]; United Party or UP [leader NA] |
| **Somalia** | none |
| **South Africa** | African Christian Democratic Party or ACDP [Kenneth MESHOE, president]; African National Congress or ANC [Thabo MBEKI, president]; Democratic Alliance (formed from the merger of the Democratic Party or DP and the New National Party or NP) [Anthony LEON, leader]; Freedom Front or FF [Constand VILJOEN, president]; Inkatha Freedom Party or IFP [Mangosuthu BUTHELEZI, president]; Pan-Africanist Congress or PAC [Stanley MOGOBA, president]; United Democratic Movement or UDM [Bantu HOLOMISA] |
| **Spain** | Basque Nationalist Party or PNV [Xabier ARZALLUS Antia]; Canarian Coalition or CC (a coalition of five parties) [Paulino RIVERO]; Convergence and Union or CiU [Jordi PUJOL i Soley, secretary general] (a coalition of the Democratic Convergence of Catalonia or CDC [Jordi PUJOL i Soley] and the Democratic Union of Catalonia or UDC [Josep Antoni DURAN y LLEIDA]); Galician Nationalist Bloc or BNG [Xose Manuel BEIRAS]; Party of Independents from Lanzarote or PIL [Dimas MARTIN Martin]; Popular Party or PP [Jose Maria AZNAR Lopez]; Spanish Socialist Workers Party or PSOE [Jose Luis Rodriguez ZAPATERO]; United Left or IU (a coalition of parties including the PCE and other small parties) [Gaspar LLAMAZARES] |
| **Sri Lanka** | All Ceylon Tamil Congress or ACTC [Nalliah GURUPAUAN]; Ceylon Workers Congress or CLDC [Arumugam THONDAMAN]; Communist Party [Raja COLLURE]; Democratic United National (Lalith) Front or DUNLF [Srimani ATHULATHMUDALI]; Eelam People's Democratic Party or EPDP [Douglas DEVANANDA]; Eelam People's Revolutionary Liberation Front or EPRLF [Suresh PREMACHANDRA]; Janatha Vimukthi Peramuna or JVP [Tilvan SILVA]; National Unity Alliance or NUA [leader NA]; People's Alliance or PA [Chandrika Bandaranaike KUMARATUNGA]; People's Liberation Organization of Tamil Eelam or PLOTE [D. SIDDATHAN]; Sihala Urumaya or SU [leader NA]; Sri Lanka Freedom Party or SLFP [Chandrika Bandaranaike KUMARATUNGA]; Sri Lanka Muslim Congress or SLMC [Rauff HAKEEM and Ferial ASHRAFF]; Sri Lanka Progressive Front or SLPF [leader NA]; Tamil Eelam Liberation Organization or TELO [SUBRAMANIUM]; Tamil United Liberation Front or TULF [R. SAMPATHAN]; United National Party or UNP [Ranil WICKREMASINGHE]; Upcountry People's Front or UPF [P. CHANDRASEKARAN]; several ethnic Tamil and Muslim parties, represented in either parliament or provincial councils |
| **Sudan** | the government allows political "associations" under a 1998 law revised in 2000; to obtain government approval parties must accept the constitution and refrain from advocating or using violence against the regime; approved parties include the National Congress Party or NCP [Ibrahim Ahmed UMAR], Popular National Congress [Hassan al-TURABI], and a handful of minor pro-government parties |
| **Suriname** | Democratic Alternative '91 or DA '91 (a coalition of the Alternative Forum or AF and Party for Brotherhood and Unity in Politics or BEP, formed in January 1991) [S. RAMKHELAWAN]; Democratic National Platform 2000 or DNP 2000 (coalition of two parties, Democratic Party and Democrats of the 21st Century) [Jules WIJDENBOSCH]; Independent Progressive Democratic Alternative or OPDA [Joginder RAMKHILAWAN]; Millennium Combination or MC (a coalition of three parties, Democratic Alternative, Party for National Unity and Solidarity, and National Democratic Party) [leader NA]; National Democratic Party or NDP [Desire BOUTERSE]; Naya Kadam or NK [leader NA]; Party for Renewal and Democracy or BVD [Tjan GOBARDHAN]; Party of National Unity and Solidarity or KTPI [Willy SOEMITA]; Pertjaja Luhur [Paul SOMOHARDJO]; Progressive Workers' and Farm Laborers' Union or PALU [Ir Iwan KROLIS]; The New Front or NF (a coalition of four parties Suriname National Party or NPS, Progressive Reform Party or VHP, Suriname Labor Party or SPA, and Pertjaja Luhur) [Ronald R. VENETIAAN]; The Progressive Development Alliance (a combination of three parties, Renewed Progressive Party or HPP, Party of the Federation of Land Workers or PVF, and Suriname Progressive People's Party or PSV) [Harry KISOENSINGH] |
| **Swaziland** | Imbokodvo National Movement or INM [leader NA]; Ngwane National Libertatory Congress or NNLC [Obed DLAMINI, president]; People's United Democratic Movement or PUDEMO [Mario MASUKU, president]; Swaziland National Front or SWANAFRO [Elmond SHONGWE, president]; Swaziland Progressive Party or SPP [J. J. NQUKU, president]; Swaziland United Front or SUF [Matsapa SHONGWE, leader] |
| | *note:*  political parties are banned by the constitution promulgated on 13 October 1978; illegal parties are prohibited from holding large public gatherings; the organizations listed are political associations |
| **Sweden** | Center Party [Lennart DALEUS]; Christian Democratic Party [Alf SVENSSON]; Communist Workers' Party [Rolf HAGEL]; Green Party [no formal leader but party spokesperson is Briger SCHLAUG]; Left Party or VP (formerly Communist) [Gudrun SCHYMAN]; Liberal People's Party [Lars LEIJONBORG]; Moderate Party (conservative) [Bo LUNDGREN]; New Democracy Party [Vivianne FRANZEN]; Social Democratic Party [Goran PERSSON] |
| **Switzerland** | Christian Democratic People's Party (Christichdemokratische Volkspartei der Schweiz or CVP, Parti Democrate-Chretien Suisse or PDC, Partito Democratico-Cristiano Popolare Svizzero or PDC, Partida Cristiandemocratica dalla Svizra or PCD) [Adalbert DURRER, president]; Green Party (Grune Partei der Schweiz or Grune, Parti Ecologiste Suisse or Les Verts, Partito Ecologista Svizzero or I Verdi, Partida Ecologica Svizra or La Verda) [Ruedi BAUMANN, president]; Radical Free Democratic Party (Freisinnig-Demokratische Partei der Schweiz or FDP, Parti Radical-Democratique Suisse or PRD, Partitio Liberal-Radicale Svizzero or PLR) [Franz STEINEGGER, president]; Social Democratic Party (Sozialdemokratische Partei der Schweiz or SPS, Parti Socialist Suisse or PSS, Partito Socialista Svizzero or PSS, Partida Socialdemocratica de la Svizra or PSS) [Christiane BRUNNER, president]; Swiss People's Party (Schweizerische Volkspartei or SVP, Union Democratique du Centre or UDC, Unione Democratica de Centro or UDC, Uniun Democratica dal Center or UDC) [Ueli MAURER, president]; and other minor parties |
| **Syria** | National Progressive Front or NPF (includes the Ba'th Party, ASU, Arab Socialist Party, Socialist Unionist Democratic Party, ASP, SCP) [President Bashar al-ASAD]; Arab Socialist Renaissance (Ba'th) Party (governing party) [Bashar al-ASAD, secretary general of the party, and chairman of the National Progressive Front after the death of Hafiz al-ASAD on 10 June 2000]; Arab Socialist Unionist Movement or ASU [Sami SOUFAN]; Arab Socialist Party [Abd al-Ghani KANNUT]; Socialist Unionist Democratic Party [Ahmad al-ASAD]; Syrian Arab Socialist Party or ASP [Safwan KOUDSI]; Syrian Communist Party or SCP [Yusuf FAYSAL] |
| **Tajikistan** | Congress of People's Unity of Tajikistan [Saiffidin TURAYEV]; Democratic Party or TDP [Mahmadruzi ISKANDAROV, chairman]; Islamic Rebirth Party [Muhammadsharif HIMMAT-ZODA, chairman]; Lali Badakhshan Movement [Atobek AMIRBEKOV]; National Movement Party [Hakim MUHHABATOV]; Party of Justice and Development [Rahmatullo ZOIROV]; People's Democratic Party of Tajikistan or PDPT [Emomali RAHMONOV]; Rastokhez (Rebirth) Movement [Tohiri ABDUJABBOR]; Socialist Party [Sherali KENJAEV]; Tajik Communist Party or CPT [Shodi SHABDOLOV]; Adolatho "Justice" Party [Abdurahmon KARIMOV, chairman] |
| **Tanzania** | Chama Cha Demokrasia na Maendeleo or CHADEMA [Bob MAKANI, chairman]; Chama Cha Mapinduzi or CCM (Revolutionary Party) [Benjamin William MKAPA, chairman]; Civic United Front or CUF [Seif Sharif HAMAD, secretary-general]; Democratic Party (unregistered) [Reverend Christopher MTIKLA, leader]; National Convention for Construction and Reform or NCCR [Kassim MAGUTU, secretary-general]; Tanzania Labor Party or TLP [Augustine Lyatonga MREMA, chairman]; Union for Multiparty Democracy or UMD [leader NA]; United Democratic Party or UDP [John CHEYO, leader] |
| **Thailand** | Democratic Party or DP (Prachathipat Party) [CHUAN Likphai]; Liberal Democratic Party or LDP (Seri Tham) [PHINIT Charusombat]; Mass Party or MP [CHALERM Yoobamrung, SOPHON Petchsavang]; National Development Party or NDP (Chat Phattana) [KORN Dabbaransi]; New Aspiration Party or NAP (Khwamwang Mai) [Gen. CHAWALIT Yongchaiyut]; Phalang Dharma Party or PDP (Phalang Tham) [CHAIWAT Sinsuwong]; Social Action Party or SAP (Kitsangkhom Party) [leader vacant]; Solidarity Party or SP (Ekkaphap Party) [CHAIYOT Sasomsap]; Thai Citizen's Party or TCP (Prachakon Thai) [SAMAK Sunthonwet]; Thai Nation Party or TNP (Chat Thai Party) [BANHAN Sinlapa-acha]; Thai Rak Thai Party or TRT [THAKSIN Chinnawat] |
| **Togo** | Action Committee for Renewal or CAR [Yawovi AGBOYIBO]; Coordination des Forces Nouvelles or CFN [Joseph KOFFIGOH]; Democratic Convention of African Peoples or CDPA [Leopold GNININVI]; Party for Democracy and Renewal or PDR [Zarifou AYEVA]; Patriotic Pan-African Convergence or CPP [Edem KODJO]; Rally of the Togolese People or RPT [President Gen. Gnassingbe EYADEMA]; Union of Forces for Change or UFC [Gilchrist OLYMPIO (in exile), Jeane-Pierre FABRE, general secretary in Togo]; Union of Independent Liberals or ULI [Jacques AMOUZO] |
| | *note:*  Rally of the Togolese People or RPT, led by President EYADEMA, was the only party until the formation of multiple parties was legalized 12 April 1991 |
| **Tokelau** | none |
| **Tonga** | Human Rights and Democracy Movement [Huliki WATAB, chairman, Viliami FUKOFUKA, president, 'Akilisi POHIVA, vice president] |
| **Trinidad and Tobago** | National Alliance for Reconstruction or NAR [Hochay CHARLES]; People's Empowerment Party or PEP [leader NA]; People's National Movement or PNM [Patrick MANNING]; United National Congress or UNC [Basdeo PANDAY] |
| **Tunisia** | Al-Tajdid Movement [Adel CHAOUCH]; Constitutional Democratic Rally Party (Rassemblement Constitutionnel Democratique) or RCD [President Zine El Abidine BEN ALI (official ruling party)]; Liberal Social Party or PSL [Mounir BEJI]; Movement of Democratic Socialists or MDS [Khamis CHAMMARI]; Popular Unity Party or PUP [Mohamed Belhaj AMOR]; Unionist Democratic Union or UDU [Abderrahmane TLILI] |
| **Turkey** | Democratic Left Party or DSP [Bulent ECEVIT]; Motherland Party or ANAP [Mesut YILMAZ]; Nationalist Action Party or MHP [Devlet BAHCELI]; True Path Party or DYP [Tansu CILLER]; Virtue Party or FP [Recai KUTAN]; note - in June 2001, Turkey's Constitutional Court banned the party; its representatives (except for two) can stay on in the Grand National Assembly as independents |
| | *note:*  Welfare Party or RP [Necmettin ERBAKAN] was officially outlawed on 22 February 1998 |
| **Turkmenistan** | Democratic Party of Turkmenistan or DPT [Saparmurat NIYAZOV] |
| | *note:*  formal opposition parties are outlawed; unofficial, small opposition movements exist underground or in foreign countries |
| **Turks and Caicos Islands** | People's Democratic Movement or PDM [Derek H. TAYLOR]; Progressive National Party or PNP [Washington MISICK]; United Democratic Party or UDP [Wendal SWANN] |
| **Tuvalu** | there are no political parties but members of Parliament usually align themselves in informal groupings |
| **Uganda** | only one political organization, the National Resistance Movement or NRM [President MUSEVENI, chairman] is allowed to operate unfettered; note - the president maintains that the NRM is not a political party, but a movement which claims the loyalty of all Ugandans |
| | *note:*  the new constitution requires the suspension of political parties while the Movement system is in governanace; of the political parties that exist but are prohibited from sponsoring candidates, the most important are the Ugandan People's Congress or UPC [Milton OBOTE]; Democratic Party or DP [Paul SSEMOGERERE]; Conservative Party or CP [Joshua S. MAYANJA-NKANGI]; Justice Forum [Muhammad Kibirige MAYANJA]; and National Democrats Forum [Chapaa KARUHANGA] |
| **Ukraine** | Communist Party of Ukraine [Petro SYMONENKO]; Fatherland (Motherland) All Ukrainian Party [Yuliya TYMOSHENKO, chairperson]; Green Party of Ukraine or PZU [Vitaliy KONONOV, chairman]; Hromada [Pavlo LAZARENKO]; Party of Regional Revival of Ukraine or PRVU [Volodymyr RYBAK]; Peasant Party of Ukraine or SelPU [Serhiy DOVHAN]; People's Democratic Party [Valeriy PUSTOVOYTENKO, chairman]; People's Movement of Ukraine or Rukh U [Hennadiy UDOVENKO, chairman]; Progressive Socialist Party [Nataliya VITRENKO]; Reforms and Order Party/Reforms-Congress [Viktor PYNZENYK]; Socialist Party of Ukraine or SPU [Oleksandr MOROZ, chairman]; Solidarity [leader NA]; Trudova Ukrayina/Working Ukraine [Igor SHAROV, chairman]; Ukrainian Popular Movement or Rukh K [Yuriy KOSTENKO, chairman]; United Social Democratic Party of Ukraine [Viktor MEDVEDCHUK] |
| | *note:*  and numerous smaller parties |
| **United Arab Emirates** | none |
| **United Kingdom** | Conservative and Unionist Party [William HAGUE]; Democratic Unionist Party (Northern Ireland) [Rev. Ian PAISLEY]; Labor Party [Anthony (Tony) Blair]; Liberal Democrats [Charles KENNEDY]; Party of Wales (Plaid Cymru) [Ieuan Wyn JONES]; Scottish National Party or SNP [John SWINNEY]; Sinn Fein (Northern Ireland) [Gerry ADAMS]; Social Democratic and Labor Party or SDLP (Northern Ireland) [John HUME]; Ulster Unionist Party (Northern Ireland) [David TRIMBLE] |
| **United States** | Democratic Party [Terence McAULIFFE, national committee chairman]; Republican Party [James S. GILMORE III, national committee chairman]; several other groups or parties of minor political significance |
| **Uruguay** | Colorado Party [Jorge BATLLE]; National Party or Blanco [Alberto VOLONTE]; New Sector/Space Coalition or Nuevo Espacio [Rafael MICHELINI]; Progressive Encounter in the Broad Front or Encuentro Progresista [Tabare VAZQUEZ] |
| **Uzbekistan** | Adolat (Justice) Social Democratic Party [Anwar JURABAYEV, first secretary]; Democratic National Rebirth Party (Milly Tiklanish) or MTP [Aziz KAYUMOV, chairman]; Fatherland Progress Party [Anwar Z. YOLDASHEV]; People's Democratic Party or NDP (formerly Communist Party) [Abdulkhafiz JALOLOV, first secretary]; Self-Sacrificers Party or Fidokorlar National Democratic Party [Ahtam TURSUNOV, first secretary] |
| **Vanuatu** | Melanesian Progressive Party or MPP [Barak SOPE]; National United Party or NUP [Willie TITONGOA]; Union of Moderate Parties or UMP [Serge VOHOR]; Vanuaaku Party (Our Land Party) or VP [Edward NATAPEI]; Vanuatu Republican Party [Maxime Carlot KORMAN] |
| **Venezuela** | Brave Peoples Alliance or ABP [leader NA]; Democratic Action or AD [Henry RAMOS Allup]; Fifth Republic Movement or MVR [leader Luis MIQUILENA]; Homeland for All or PPT [Pablo MEDINA]; Justice First [leader NA]; Movement Toward Socialism or MAS [Felipe MUJICA]; National Convergence or Convergencia [Dr. Rafael CALDERA Rodriguez]; Radical Cause or La Causa R [Andres VELASQUEZ]; Social Christian Party or COPEI [Jose CURIEL]; Venezuela Project or PV [Henrique SALAS Ronier] |
| **Vietnam** | only party - Communist Party of Vietnam or CPV [Le Kha PHIEU, general secretary] |
| **Virgin Islands** | Democratic Party [Arturo WATLINGTON]; Independent Citizens' Movement or ICM [Usie RICHON]; Republican Party [Gary SCROUVE] |
| **Wallis and Futuna** | Lua Kae Tahi (Giscardians) [leader NA]; Mouvement des Radicaux de Gauche or MRG [leader NA]; Rally for the Republic or RPR [Clovis LOGOLOGOFOLAU]; Taumu'a Lelei [Soane Muni UHILA]; Union Populaire Locale or UPL [Falakiko GATA]; Union Pour la Democratie Francaise or UDF [leader NA] |
| **Yemen** | there are over 12 political parties active in Yemen, some of the more prominent are: General People's Congress or GPC [President Ali Abdallah SALIH]; Islamic Reform Grouping or Islah [Shaykh Abdallah bin Husayn al-AHMAR]; National Arab Socialist Baath Party [Dr. Qassim SALAAM]; Nasserite Unionist Party [Abdel Malik al-MAKHLAFI]; Yemeni Socialist Party or YSP [Ali Salih MUQBIL] |
| | *note:*  President SALIH's General People's Congress or GPC won a landslide victory in the April 1997 legislative election and no longer governs in coalition with Shaykh Abdallah bin Husayn al-AHMAR's Islamic Reform Grouping or Islah - the two parties had been in coalition since the end of the civil war in 1994; the YSP, a loyal opposition party, boycotted the April 1997 legislative election, but announced that it would participate in Yemen's first local elections to be held in February 2001; these local elections aim to decentralize political power and are a key element of the government's political reform program |
| **Yugoslavia** | Alliance of Vojvodina Hungarians or SVM [Jozsef KASZA]; Civic Alliance of Serbia or GSS [Vesna PESIC]; Coalition Sandzak [Rasim JAJIC]; Coalition Sumadija [Branislav KOVACEVIC]; Democratic Alternative of DA [Nebojsa COVIC]; Democratic Center or DC [Dragoljub MICUNOVIC]; Democratic Christian Party of Serbia of DHSS [Vladan BATIC]; Democratic League of Kosovo or LDK [Dr. Ibrahim RUGOVA, president]; Democratic Opposition of Serbia or DOS [leader NA]; Democratic Party or DS [Zoran DJINDJIC]; Democratic Party of Serbia or DSS [Vojislav KOSTUNICA]; Democratic Party of Socialists of Montenegro or DPS [Milo DJUKANOVIC]; Movement for a Democratic Serbia or PDS [Momcilo PERISIC]; New Democracy or ND [Dusan MIHAJLOVIC]; New Serbia [Velimir ILIC and Milan St. PROTIC]; People's Party of Montenegro or NS [Dragan SOC]; Serb People's Party or SNS [leader NA]; Serbian Radical Party or SRS [Vojislav SESELJ]; Serbian Renewal Movement or SPO [Vuk DRASKOVIC, president]; Serbian Socialist Party or SPS (former Communist Party) [Slobodan MILOSEVIC]; Social Democracy or SD [Vuk OBRADOVIC]; Social Democratic Union or SDU [Zarko KORAC]; Socialist People's Party of Montenegro or SNP [Momir BULATOVIC]; Yugoslav United Left or JUL [Ljubisa RISTIC] |
| **Zambia** | Agenda for Zambia or AZ [Akashambatwa LEWANIKA]; Labor Party or LP [Chibiza MFUNI]; Liberal Progressive Front or LPF [Roger CHONGWE, president]; Movement for Democratic Process or MDP [Chama CHAKOM BOKA]; Movement for Multiparty Democracy or MMD [Frederick CHILUBA]; National Party or NP [Daniel LISULO]; Republican Party or RP [Ben MWILA]; Social Democratic Party or SDP [Gwendoline Konie]; United National Independence Party or UNIP [Tilyenji KAUNDA]; United Party for National Development or UPND [Anderson MAZOKA]; Zambia Democratic Congress or Zadeco [Eden JERRY, acting head] |
| **Zimbabwe** | Movement for Democratic Change or MDC [Morgan TSVANGIRAI]; Popular Democratic Front or PDF [Austin CHAKAODZA]; United Parties [Abel MUZOREWA]; Zimbabwe African National Union-Ndonga or ZANU-Ndonga [Ndabaningi SITHOLE]; Zimbabwe African National Union-Patriotic Front or ZANU-PF [Robert MUGABE]; Zimbabwe Unity Movement or ZUM [Edgar TEKERE] |
| **Taiwan** | Chinese New Party or CNP [HAU Lang-bin]; Democratic Progressive Party or DPP [Frank HSIEH, chairman]; Kuomintang or KMT (Nationalist Party) [LIEN Chan, chairman]; New Party or NP [LI Ching-hwa]; People First Party or PFP [James SOONG, chairman]; other minor parties |


